Base Word,Guideword,Level,Part of Speech,Topic
year,TWELVE MONTHS,A1,noun,
yellow,,A1,adjective,describing things
yes,AGREE,A1,adverb,communication
yes,ANSWER,A1,adverb,communication
yesterday,,A1,adverb,
you,PERSON/PEOPLE ADDRESSED,A1,pronoun,
young,,A1,adjective,people: appearance
your,PERSON/PEOPLE ADDRESSED,A1,determiner,
zoo,,A1,noun,animals
a,AMOUNTS,A2,determiner,
a,AN ACTION,A2,determiner,
a,TWO NOUNS,A2,determiner,
a,UNIT,A2,determiner,
a,WITH FRACTION,A2,determiner,
a,PERIOD OF TIME,A2,determiner,
a bit,,A2,phrase,describing things
above,MORE,A2,adverb,describing things
"a broken arm/leg, etc.",,A2,phrase,body and health
accident,BAD EVENT,A2,noun,body and health
a change of clothes,,A2,phrase,clothes
across,,A2,adverb,describing things
across,,A2,preposition,describing things
activity,EVENT,A2,noun,"people: actions, shopping"
actor,,A2,noun,"arts and media, work"
actually,TRUTH,A2,adverb,communication
"a dance/language/riding, etc. school",,A2,phrase,education
add,PUT WITH,A2,verb,people: actions
add,CALCULATE,A2,verb,people: actions
adjective,,A2,noun,
adult,FOR ADULTS,A2,adjective,
advanced,HIGHER LEVEL,A2,adjective,describing things
adventure,,A2,noun,travel
adverb,,A2,noun,
advertisement,,A2,noun,arts and media
advice,,A2,noun,communication
a few,,A2,phrase,describing things
afraid,FEAR,A2,adjective,people: personality
after,PAST A PLACE,A2,preposition,describing things
after,ORDER,A2,preposition,describing things
after,,A2,adverb,
afterward,,A2,adverb,
again,AS BEFORE,A2,adverb,
against,COMPETING,A2,preposition,
against,TOUCHING,A2,preposition,describing things
aged,,A2,adjective,people: appearance
ago,,A2,adverb,
agree,SAME OPINION,A2,verb,communication
air,AIRCRAFT,A2,noun,travel
air,GAS,A2,noun,natural world
airplane,,A2,noun,travel
airport,,A2,noun,travel
alarm clock,,A2,noun,
album,BOOK,A2,noun,
alcohol,,A2,noun,food and drink
a little bit,,A2,phrase,describing things
all,WHOLE AMOUNT,A2,determiner,
all,COMPLETELY,A2,adverb,
all kinds of sth,,A2,phrase,
all over,,A2,phrase,
all right,WELL,A2,adjective,body and health
all right,PERMISSION,A2,adjective,
all sorts of sth,,A2,phrase,
all sorts of sth,,A2,phrase,
all the best,,A2,phrase,communication
all the best,,A2,phrase,communication
all the time,,A2,phrase,
all the time,,A2,phrase,
almost,,A2,adverb,
alone,WITHOUT PEOPLE,A2,adjective,
along,DIRECTION,A2,preposition,
already,BEFORE NOW,A2,adverb,
always,UNTIL NOW,A2,adverb,
always,FOREVER,A2,adverb,
amazing,GOOD,A2,adjective,describing things
and,AFTER VERB,A2,conjunction,communication
and so on,,A2,phrase,communication
angry,,A2,adjective,people: personality
another,DIFFERENT,A2,determiner,
another,ADDITIONAL,A2,determiner,describing things
answer,TEST,A2,noun,
answer,DOOR/TELEPHONE,A2,noun,communication
answer,DOOR/PHONE,A2,verb,communication
anybody,IN QUESTIONS/NEGATIVES,A2,pronoun,
anymore,,A2,adverb,
any more,,A2,phrase,
anyone,IN QUESTIONS/NEGATIVES,A2,pronoun,
anyway,DESPITE,A2,adverb,communication
anyway,CHANGE SUBJECT,A2,adverb,communication
anywhere,IN QUESTIONS/NEGATIVES,A2,adverb,
anywhere,ANY PLACE,A2,adverb,describing things
apartment,,A2,noun,buildings
apartment building,,A2,noun,buildings
a pity,,A2,phrase,communication
appointment,,A2,noun,"body and health, communication, work"
area,REGION,A2,noun,natural world
armchair,,A2,noun,buildings
around,IN A CIRCLE/CIRCULAR MOVEMENT,A2,preposition,describing things
around,TO OR IN A PLACE,A2,preposition,describing things
around,APPROXIMATELY,A2,preposition,describing things
around,TO/IN A PLACE,A2,adverb,describing things
arrive,REACH A PLACE,A2,verb,"people: actions, travel"
art,"PAINTINGS/DRAWINGS, ETC.",A2,noun,arts and media
artist,,A2,noun,"arts and media, work"
as,LIKE,A2,preposition,
as,BECAUSE,A2,conjunction,communication
as ... as,,A2,phrase,
a shame,,A2,phrase,people: personality
"a sheet of paper/glass, etc.",,A2,phrase,
ask,INVITE,A2,verb,communication
"as much/quickly/soon, etc. as possible",,A2,phrase,
"as much/quickly/soon, etc. as possible",,A2,phrase,
as soon as possible,,A2,phrase,
as usual,,A2,phrase,
as usual,,A2,phrase,
as well as,,A2,phrase,communication
at,CAUSE,A2,preposition,communication
at least,,A2,phrase,describing things
at least,,A2,phrase,describing things
at the moment,,A2,phrase,
attractive,BEAUTIFUL,A2,adjective,people: appearance
aunt,,A2,noun,relationships
available,NOT BUSY,A2,adjective,
available,ABLE TO GET,A2,adjective,shopping
a variety of sth/sb,,A2,phrase,
average,USUAL,A2,adjective,describing things
away,SOMEWHERE ELSE,A2,adverb,
away,DISTANCE FROM,A2,adverb,describing things
awesome,GOOD,A2,adjective,describing things
awful,BAD,A2,adjective,describing things
baby,ANIMAL,A2,noun,animals
back,REPLY,A2,adverb,communication
back,BODY,A2,noun,body and health
back,AT BACK,A2,adjective,describing things
backpack,,A2,noun,"clothes, travel"
bad,LOW QUALITY,A2,adjective,describing things
badly,LOW QUALITY,A2,adverb,describing things
badly,VERY MUCH,A2,adverb,communication
badly,VERY SERIOUSLY,A2,adverb,communication
badminton,,A2,noun,shopping
bake,,A2,verb,food and drink
balloon,,A2,noun,
bandage,,A2,noun,body and health
banking,MONEY MANAGEMENT,A2,noun,money
bar,DRINKING PLACE,A2,noun,food and drink
barbecue,EQUIPMENT,A2,noun,"food and drink, buildings"
barbecue,PARTY,A2,noun,food and drink
bathing suit,,A2,noun,"clothes, shopping"
battery,,A2,noun,"technology, travel"
be,PASSIVE,A2,auxiliary verb,
be,CONTINUE,A2,auxiliary verb,
be able to do sth,,A2,phrase,
bear,,A2,noun,animals
be bad for sb/sth,,A2,phrase,
be born,,A2,phrase,education
"become available/rich/a writer, etc.",,A2,phrase,
be crazy about sb/sth,,A2,phrase,relationships
before,PLACE,A2,preposition,describing things
before,EARLIER,A2,conjunction,
before,,A2,adverb,
begin,START TO DO,A2,verb,
beginner,,A2,noun,people: personality
beginning,,A2,noun,
be going to do/be sth,,A2,phrase,
be going to do sth,,A2,phrase,
believe,TRUE,A2,verb,people: personality
believe,THINK,A2,verb,
belong to sb,,A2,phrasal verb,
belt,CLOTHING,A2,noun,clothes
be made from/(out) of sth,,A2,phrase,
best wishes,,A2,phrase,
best wishes,,A2,phrase,communication
better,WELL,A2,adverb,
between,AMOUNT,A2,preposition,describing things
between,SEPARATE,A2,preposition,
between,CONNECT,A2,preposition,
be wrong,,A2,phrase,
bicycle,,A2,noun,travel
big,IMPORTANT,A2,adjective,
bill,,A2,noun,"money, shopping"
biology,,A2,noun,"animals, education"
birth,BABY,A2,noun,body and health
black,PEOPLE,A2,adjective,people: appearance
black,,A2,noun,describing things
blackboard,,A2,noun,education
blanket,FOR BED,A2,noun,buildings
block,DISTANCE,A2,noun,
block,AREA,A2,noun,
blond,,A2,adjective,people: appearance
blood,RED LIQUID,A2,noun,body and health
blue,,A2,noun,describing things
board,INFORMATION,A2,noun,buildings
board,GAMES,A2,noun,shopping
board game,,A2,noun,shopping
body,DEAD,A2,noun,
bookshelf,,A2,noun,buildings
borrow,GET,A2,verb,money
boss,,A2,noun,work
bother,ANNOY,A2,verb,people: personality
bottle,,A2,noun,food and drink
bottom,FLAT SURFACE,A2,noun,
bowl,,A2,noun,food and drink
box,SQUARE SPACE,A2,noun,
boyfriend,,A2,noun,relationships
bracelet,,A2,noun,clothes
brain,BODY PART,A2,noun,body and health
break,SEPARATE,A2,verb,
break,NOT WORK,A2,verb,
break,STOP,A2,noun,
"break your arm/leg, etc.",,A2,phrase,body and health
bridge,STRUCTURE,A2,noun,
bright,COLOR,A2,adjective,describing things
bring,TAKE WITH YOU,A2,verb,people: actions
bring back sth or bring sth back,,A2,phrasal verb,people: actions
broken,DAMAGED,A2,adjective,describing things
broken,NOT WORKING,A2,adjective,technology
brown,,A2,noun,describing things
brush,CLEAN/ARRANGE,A2,verb,people: actions
brush,,A2,noun,
build,,A2,verb,work
building,,A2,noun,"buildings, work"
burger,,A2,noun,food and drink
business,ORGANIZATION,A2,noun,work
businessman,,A2,noun,work
businesswoman,,A2,noun,work
bus station,,A2,noun,travel
bus stop,,A2,noun,travel
busy,TIME,A2,adjective,work
by,DO,A2,preposition,
by,HOW,A2,preposition,
by,NOT LATER THAN,A2,preposition,
(by) herself,,A2,phrase,
(by) himself,,A2,phrase,
(by) myself,,A2,phrase,
(by) ourselves,,A2,phrase,
(by) themselves,,A2,phrase,
by the way,,A2,phrase,describing things
by the way,,A2,phrase,communication
(by) yourself,,A2,phrase,
cabinet,,A2,noun,buildings
cafeteria,,A2,noun,food and drink
calendar,DAYS,A2,noun,
call,TELEPHONE,A2,verb,"communication, technology"
call,TELEPHONE,A2,noun,"communication, technology"
call back (sb) or call (sb) back,,A2,phrasal verb,communication
camp,,A2,verb,travel
camping,,A2,noun,travel
can,,A2,noun,food and drink
can,PERMISSION,A2,modal verb,
candy,,A2,noun,food and drink
can't wait,,A2,phrase,people: personality
cap,,A2,noun,clothes
capital,,A2,noun,politics
capital letter,,A2,noun,communication
card,GREETINGS,A2,noun,communication
card,GAME,A2,noun,shopping
careful,,A2,adjective,people: personality
carefully,,A2,adverb,
carpet,,A2,noun,buildings
carrot,VEGETABLE,A2,noun,food and drink
cartoon,FILM,A2,noun,arts and media
cartoon,DRAWING,A2,noun,arts and media
case,CONTAINER,A2,noun,
cash,NOTES/COINS,A2,noun,money
castle,,A2,noun,buildings
catch,ILLNESS,A2,verb,body and health
cathedral,,A2,noun,buildings
ceiling,ROOM,A2,noun,buildings
cent,,A2,noun,money
center,MIDDLE,A2,noun,
center,PLACE,A2,noun,buildings
centimeter,,A2,noun,describing things
century,,A2,noun,
cereal,BREAKFAST FOOD,A2,noun,food and drink
certainly,NO DOUBT,A2,adverb,communication
certainly,AGREE,A2,adverb,communication
chain,METAL RINGS,A2,noun,
champagne,,A2,noun,food and drink
change,DIFFERENT,A2,verb,
change,CLOTHES,A2,verb,"clothes, people: actions"
change,JOURNEY,A2,verb,"people: actions, travel"
change,MONEY,A2,verb,money
change,DIFFERENCE,A2,noun,
change,SOMETHING NEW,A2,noun,
channel,TV,A2,noun,arts and media
chat,COMMUNICATE ONLINE,A2,verb,"communication, technology"
chat,TALK,A2,verb,communication
chat,,A2,noun,communication
check,EXAMINE,A2,verb,people: actions
check,MONEY,A2,noun,money
check,MARK,A2,noun,communication
check,REQUEST FOR PAYMENT,A2,noun,"food and drink, money"
chef,,A2,noun,"food and drink, work"
chemistry,,A2,noun,education
chess,,A2,noun,shopping
chicken,BIRD,A2,noun,animals
chicken,MEAT,A2,noun,"animals, food and drink"
church,,A2,noun,buildings
cigarette,,A2,noun,body and health
circle,SHAPE,A2,noun,describing things
class,STANDARD,A2,noun,
classical music,,A2,phrase,arts and media
classmate,,A2,noun,"education, relationships"
cleaner,PERSON,A2,noun,work
clear,EASY TO UNDERSTAND,A2,adjective,
clear,TRANSPARENT,A2,adjective,describing things
clearly,EASY,A2,adverb,communication
clearly,NOT CONFUSED,A2,adverb,
click,COMPUTER,A2,verb,"people: actions, technology"
click,,A2,noun,"people: actions, technology"
climb,PERSON,A2,verb,people: actions
climbing,,A2,noun,"people: actions, shopping"
close,PUBLIC PLACE,A2,verb,
close,FRIENDLY,A2,adjective,relationships
closet,,A2,noun,"clothes, buildings"
cloud,WATER,A2,noun,natural world
cloudy,,A2,adjective,natural world
clown,,A2,noun,arts and media
club,GROUP,A2,noun,
cola,,A2,noun,food and drink
cold,ILLNESS,A2,noun,body and health
colleague,,A2,noun,"relationships, work"
collect,KEEP,A2,verb,people: actions
college,,A2,noun,education
comb,,A2,noun,people: appearance
come,BE AVAILABLE,A2,verb,shopping
come back,,A2,phrasal verb,people: actions
come in,ENTER,A2,phrasal verb,people: actions
comfortable,CLOTHES/FURNITURE,A2,adjective,describing things
comic,,A2,noun,arts and media
company,BUSINESS,A2,noun,work
comparative,,A2,noun,
competition,EVENT,A2,noun,shopping
complete,MAKE WHOLE,A2,verb,people: actions
complete,FINISH,A2,verb,people: actions
complete,WRITE,A2,verb,"communication, people: actions"
concert,,A2,noun,arts and media
congratulations,,A2,exclamation,"communication, people: personality"
contact,PERSON,A2,noun,"relationships, work"
contact,,A2,verb,"communication, people: actions"
cook,,A2,noun,"food and drink, work"
cookie,FOOD,A2,noun,food and drink
cooking,,A2,noun,"food and drink, people: actions"
cool,,A2,exclamation,communication
cool,GOOD,A2,adjective,describing things
copy,PRODUCE,A2,verb,people: actions
corner,,A2,noun,
correct,ACCURATE,A2,adjective,
cost,MONEY,A2,noun,"money, shopping"
cost,MONEY,A2,verb,"money, shopping"
couch,,A2,noun,buildings
could,PAST ABILITY,A2,modal verb,
could,REQUEST,A2,modal verb,communication
course,MEAL,A2,noun,food and drink
cousin,,A2,noun,relationships
cover,PUT,A2,verb,people: actions
crazy,STUPID,A2,adjective,people: personality
cream,FOOD,A2,noun,food and drink
cream,COLOR,A2,noun,describing things
cream,,A2,adjective,describing things
cricket,SPORT,A2,noun,shopping
cross,OTHER SIDE,A2,verb,people: actions
crowd,,A2,noun,
crowded,,A2,adjective,
cry,PRODUCE TEARS,A2,verb,people: personality
curry,,A2,noun,food and drink
curtain,,A2,noun,buildings
customer,,A2,noun,shopping
cut,USE KNIFE,A2,verb,people: actions
cycling,,A2,noun,"people: actions, shopping, travel"
daily,EVERY DAY,A2,adjective,
daily,,A2,adverb,
dance,OCCASION,A2,noun,arts and media
dance,ACTIVITY,A2,noun,arts and media
dancer,,A2,noun,arts and media
danger,POSSIBILITY OF HARM,A2,noun,
dangerous,,A2,adjective,people: personality
dark,NO LIGHT,A2,adjective,
day,LIGHT HOURS,A2,noun,
day,WORK HOURS,A2,noun,work
dead,NOT ALIVE,A2,adjective,
decide,CHOOSE,A2,verb,people: actions
deck,CARDS,A2,noun,
deep,TOP TO BOTTOM,A2,adjective,describing things
degree,TEMPERATURE,A2,noun,describing things
delay,MAKE HAPPEN LATER,A2,verb,people: actions
delay,LONG WAIT,A2,noun,
dentist,,A2,noun,"body and health, work"
department,,A2,noun,"education, work"
department store,,A2,noun,shopping
describe,,A2,verb,communication
desert,,A2,noun,natural world
dessert,,A2,noun,food and drink
details,,A2,phrase,communication
diary,,A2,noun,
difference,WAY,A2,noun,
digital,SYSTEM,A2,adjective,technology
digital camera,,A2,noun,"arts and media, technology"
dinosaur,,A2,noun,animals
diploma,,A2,noun,education
directions,,A2,noun,communication
dirty,,A2,adjective,describing things
disco,,A2,noun,
discount,,A2,noun,"money, shopping"
discuss,,A2,verb,communication
dish,FOOD,A2,noun,food and drink
dish,CONTAINER,A2,noun,food and drink
do,MAKE,A2,verb,people: actions
do,HEALTHY/HAPPY,A2,verb,body and health
do,"SPORT, ETC.",A2,verb,"people: actions, shopping"
document,OFFICIAL INFORMATION,A2,noun,communication
don't need to do sth/needn't do sth,,A2,phrase,
"don't you?/do you?/doesn't she?/does she?, etc.",,A2,phrase,communication
double,,A2,adjective,describing things
down,LOWER POSITION,A2,adverb,describing things
down,ALONG,A2,preposition,describing things
down,LOWER POSITION,A2,preposition,describing things
download,,A2,verb,"people: actions, technology"
downstairs,,A2,adverb,buildings
downtown,,A2,adverb,
Do you mind ...?,,A2,phrase,communication
Do you mind ...?,,A2,phrase,communication
Dr.,,A2,noun,work
drawer,,A2,noun,buildings
drawing,,A2,noun,"arts and media, people: actions"
dream,SLEEP,A2,noun,
dream,SLEEP,A2,verb,
dress,PUT ON CLOTHES,A2,verb,"clothes, people: actions"
dressed,WEARING CLOTHES,A2,adjective,"clothes, people: appearance"
dresser,,A2,noun,"clothes, buildings"
drink,ALCOHOL,A2,noun,food and drink
drink,ALCOHOL,A2,verb,"food and drink, people: actions"
driver,,A2,noun,"travel, work"
driver's license,,A2,noun,travel
drum,,A2,noun,arts and media
dry,NO RAIN,A2,adjective,natural world
dry,NOT WET,A2,adjective,natural world
dry,,A2,verb,
duck,,A2,noun,animals
during,AT SOME TIME IN,A2,preposition,
during,THROUGH,A2,preposition,
each other,,A2,phrase,
each other,,A2,phrase,
early,BEGINNING,A2,adjective,
early,BEFORE,A2,adverb,
earn,RECEIVE,A2,verb,"money, work"
earring,,A2,noun,clothes
easily,NO DIFFICULTY,A2,adverb,
east,DIRECTION,A2,noun,
east,,A2,adjective,
east,,A2,adverb,
eighth,,A2,number,
eighty,,A2,number,
electric,EQUIPMENT,A2,adjective,technology
electricity,,A2,noun,technology
elephant,,A2,noun,animals
elevator,,A2,noun,buildings
else,IN ADDITION,A2,adverb,describing things
else,OTHER,A2,adverb,
else,DIFFERENT,A2,adverb,
e-mail,,A2,verb,"communication, people: actions, technology"
empty,NOTHING INSIDE,A2,adjective,
end,FARTHEST PART,A2,noun,
end,,A2,verb,people: actions
engine,,A2,noun,"technology, travel"
engineer,,A2,noun,"technology, work"
enjoy yourself,,A2,phrase,people: personality
enough,NECESSARY AMOUNT,A2,determiner,describing things
enough,NECESSARY AMOUNT,A2,adverb,
enter,PLACE,A2,verb,"people: actions, travel"
entrance,DOOR,A2,noun,buildings
envelope,,A2,noun,communication
especially,,A2,adverb,communication
euro,,A2,noun,money
even,SURPRISE,A2,adverb,
ever,AT ANY TIME,A2,adverb,
everybody,,A2,pronoun,
everyone,,A2,pronoun,
everything,,A2,pronoun,describing things
everywhere,,A2,adverb,
exactly,COMPLETELY CORRECT,A2,adverb,describing things
exam,,A2,noun,education
examination,TEST,A2,noun,education
excellent,,A2,adjective,describing things
except,NOT INCLUDING,A2,preposition,
Excuse me,SAYING SORRY,A2,phrase,communication
Excuse me,PLEASE REPEAT,A2,phrase,communication
exercise,PHYSICAL ACTIVITY,A2,noun,"body and health, people: actions, shopping"
exercise,PRACTICE,A2,noun,education
exit,WAY OUT,A2,noun,buildings
exit,ROAD,A2,noun,travel
explain,,A2,verb,communication
extra,,A2,adjective,describing things
fact,TRUE THING,A2,noun,
fail,EXAM,A2,verb,education
fair,HAIR/SKIN,A2,adjective,people: appearance
