Word,Level,Guideword,Part of Speech,Topic
find,A1,DISCOVER WHEN SEARCHING,verb,people: actions
find fault with,C2,,phrase,
find guilty,B2,,phrase,crime
find out or find out,A2,,phrasal verb,people: actions
find the money,B1,,phrase,
find yourself somewhere,B2,,phrase,
fine,A1,WELL,adjective,body and health
finely,B2,,adverb,
finger,A2,ON HAND,noun,body and health
fingernail,B2,,noun,body and health
finish,A1,COMPLETE,verb,people: actions
finish off or finish off,B2,,phrasal verb,people: actions
finite,C2,,adjective,
fire,A2,FLAMES,noun,
fire 's imagination,C2,,phrase,
fire department,B2,,noun,
fire station,B1,,noun,buildings
firefighter,B1,,noun,work
fireplace,C2,,noun,
firework,B1,,noun,
firm,B2,NOT SOFT,adjective,describing things
firmly,B2,STRONGLY,adverb,
first,A1,BEFORE,adjective,
first - floor,B1,,adjective,buildings
first and foremost,C1,,phrase,
first language,B2,,noun,communication
first name,A2,,noun,
first or first off,A2,,phrase,
first-,C1,,phrase,
firstly,B2,,adverb,communication
fish,A1,ANIMAL,noun,animals
fisherman,B2,,noun,work
fishing,A2,,noun,shopping
fist,C2,,noun,body and health
fit,A2,,adjective,body and health
fit in,B1,,phrase,
fit in with,B2,,phrasal verb,
fitness,B1,,noun,body and health
five,A1,,number,
five hour away,B1,,phrase,
fix,B1,REPAIR,verb,people: actions
fix onto,B2,,phrase,people: actions
fix up or fix up,B1,,phrasal verb,people: actions
flag,B1,,noun,
flair,C1,ABILITY,noun,
flame,B2,,noun,
flash,B2,SHINE,verb,
flash by,C2,,phrase,
flashback,C2,STORY,noun,arts and media
flashlight,B2,,noun,
flat,B1,,adjective,describing things
flatten,C2,,verb,
flavor,B1,TASTE,noun,food and drink
flaw,C1,,noun,
flawed,C2,,adjective,describing things
flawless,C2,,adjective,describing things
flee,C1,,verb,people: actions
fleet,C1,SHIPS,noun,
flesh,C2,BODY,noun,buildings
flexibility,B2,,noun,
flexible,B2,ABLE TO CHANGE,adjective,
flick through,C2,,phrasal verb,people: actions
flight,A2,JOURNEY,noun,travel
float,B1,NOT SINK,verb,
flood,B1,COVER WITH WATER,verb,natural world
flood with,C2,,phrasal verb,
floor,A1,SURFACE,noun,buildings
floppy,C2,,adjective,
flour,B1,,noun,food and drink
flourish,C2,,verb,
flow,B2,,verb,
flower,A1,,noun,natural world
flu,B1,,noun,body and health
fluctuate,C2,,verb,
fluency,B2,,noun,communication
fluent,B2,ABILITY,adjective,communication
fluently,B2,,adverb,communication
fluid,C2,,noun,
flute,B1,,noun,arts and media
fly,A1,TRAVEL,verb,travel
fly in the face of,C2,IDIOM,phrase,
focus,C2,ATTENTION,noun,
focus on,B2,,phrasal verb,
fog,A2,,noun,natural world
foggy,A2,,adjective,natural world
fold,B1,,verb,people: actions
folder,A2,FOR PAPERS,noun,
folk,B1,,noun,arts and media
folk art,B1,,phrase,arts and media
follow,A2,GO,verb,people: actions
follow 's example,C2,,phrase,
follow a street,A2,,phrase,"people: actions, travel"
follow in 's footstep,C2,IDIOM,phrase,
follow suit,C2,,phrase,
follow up or follow up,B2,,phrasal verb,people: actions
follower,C2,,noun,
fond,B2,HAPPY,adjective,people: personality
fond of,B1,,phrase,people: personality
food,A1,,noun,food and drink
fool,B1,PERSON,noun,people: personality
foolish,B2,,adjective,people: personality
foolishly,B2,,adverb,people: personality
foot,A1,BODY PART,noun,body and health
foot the bill,C2,IDOM,phrase,
football,A1,BALL,noun,shopping
footstep,C1,,noun,
for,A1,GIVEN/USED,preposition,
for 's,B2,,phrase,
for all,C2,,phrase,
for day,B1,,phrase,
for ever,B1,,phrase,
for example,A1,,phrase,communication
for fear of,C2,,phrase,
for fun or for the fun of it,B1,,phrase,people: personality
for good,C1,,phrase,
for grant,B2,,phrase,
for hour,B2,,phrase,
for instance,B1,,phrase,communication
for life,C1,,phrase,
for long,C1,,phrase,
for nothing,B2,,phrase,
for once,B2,,phrase,
for one thing,C2,,phrase,communication
for real,B2,,phrase,
for sale,A2,,phrase,shopping
for some time,B2,,phrase,
for sure,B1,,phrase,
for the benefit of,C2,,phrase,
for the good,C2,,phrase,
for the moment,B2,,phrase,
for the most part,C1,,phrase,
for the sake of,B2,,phrase,
for year,B1,,phrase,
forbid,B1,,adjective,
force,B2,POWER,noun,people: personality
forceful,C2,,adjective,people: personality
forecast,B1,,noun,natural world
forehead,B1,,noun,body and health
foreign,A2,OF ANOTHER COUNTRY,adjective,
foreign to,C2,,phrase,
foreigner,B1,,noun,
foremost,C2,,adjective,
foresee,C1,,verb,
forest,A2,,noun,natural world
forever,B1,IN FUTURE,adverb,
forgery,C2,COPY,noun,
forget,A2,NOT BRING,verb,
forget it,B2,,phrase,
forgive,B1,NOT BE ANGRY,verb,communication
forgive I,B2,,phrase,communication
forgiveness,C2,,noun,
fork,A2,,noun,food and drink
form,A2,DOCUMENT,noun,communication
form an opinion,C2,,phrase,
formal,B2,CORRECT,adjective,
formally,C1,OFFICIALLY,adverb,
format,C1,,noun,
formation,C2,DEVELOPMENT,noun,
former,B1,,adjective,
formerly,B2,,adverb,
formidable,C2,POWERFUL,adjective,people: personality
formula,C1,METHOD,noun,
formulate,C2,PLAN,verb,
forthcoming,B2,HAPPENING SOON,adjective,
fortunate,B2,,adjective,
fortunately,B1,,adverb,communication
fortune,B2,MONEY,noun,money
forty,A2,NUMBER,number,
forward,B1,DIRECTION,adverb,
foul,C1,UNPLEASANT,adjective,
foul language,C1,,phrase,
foundation,C1,START,noun,
founder,C2,,noun,
fountain,B1,,noun,
four,A1,,number,
fourteen,A1,,number,
fourth,A2,,number,
fox,B2,,noun,animals
fraction,C2,,noun,
fragile,C2,BREAK,adjective,describing things
fragrance,C2,,noun,
fragrant,C2,,adjective,describing things
frail,C2,,adjective,"body and health, people: appearance"
frame,B1,BORDER,noun,buildings
frame of mind,C2,,phrase,people: personality
framework,C2,,noun,
frankly,B2,,adverb,communication
frantic,C2,FAST,adjective,
fraud,C2,CRIME,noun,
fraud squad,C2,,phrase,
fraudulent,C2,,adjective,
free,A2,NO COST,adjective,money
free from,C1,,phrase,
free speech,C2,,phrase,
freedom,B2,BEING ALLOWED,noun,people: personality
freedom from,C2,,phrase,
freedom of speech,C2,,phrase,
freely,B2,,adverb,
freeze,B1,ICE,verb,natural world
freezer,B1,,noun,food and drink
frenzy,C2,,noun,
frequent,B1,,adjective,
frequently,B1,,adverb,
fresh,A2,NOT OLD,adjective,food and drink
fresh air,B1,,phrase,natural world
fresh water,C2,,phrase,
friction,C1,,noun,
friday,A1,,noun,
fridge,B1,,noun,food and drink
fried,A2,,adjective,food and drink
friend,A1,PERSON YOU LIKE,noun,relationships
friendliness,B2,,noun,"people: personality, relationships"
friendly,A2,,adjective,"people: personality, relationships"
friendly term,C2,,phrase,relationships
friendship,B1,,noun,relationships
fright,C1,,noun,
frighten,B2,,verb,"people: actions, people: personality"
frightened,B1,,adjective,people: personality
frightening,B1,,adjective,people: personality
fringe,C2,HAIR,noun,people: appearance
frog,B1,,noun,animals
from,A1,ORIGIN,preposition,describing things
from do,C1,,phrasal verb,people: actions
from nowhere,B2,,phrase,
from scratch,C1,IDIOM,phrase,
from side to side,B2,,phrase,
from the 1870,C1,,phrase,
from the outset,C2,,phrase,
from time to time,B2,,phrase,
from top to bottom,C2,,phrase,
front,B1,,adjective,describing things
fronti,C2,BETWEEN COUNTRIES,noun,
frost,B2,,noun,natural world
frown,C2,SHOW ANGER,verb,"communication, people: actions, people: personality"
frown on,C2,,phrasal verb,
frozen,B1,WATER,adjective,natural world
fruit,A1,,noun,food and drink
fruitful,C1,,adjective,
frustrated,C1,,adjective,
frustrating,C1,,adjective,people: personality
frustration,B2,,noun,people: personality
fry,B1,,verb,food and drink
fry pan,B1,,noun,food and drink
fuel,B1,,noun,
fulfill,C2,DEVELOP,verb,
fulfill a duty,C1,,phrase,
fulfill a function,C1,,phrase,
fulfill an ambition,C1,,phrase,
fulfill criterion,C1,,phrase,
fulfilling,C2,,adjective,
fulfillment,C2,HAPPINESS,noun,people: personality
full,A2,COMPLETE,adjective,
full - time,B1,,adjective,work
full of yourself,C2,,phrase,people: personality
fully,B1,,adverb,communication
fume,C1,,noun,
fun,A1,PLEASURE,noun,people: personality
function,B2,PURPOSE,noun,
function as,C2,,phrasal verb,
functional,B2,,adjective,
fund,C1,MONEY,noun,money
fundamental,C2,,adjective,
fundamentally,C2,,adverb,
funding,C1,,noun,money
funeral,B2,,noun,relationships
funny,A1,MAKING YOU LAUGH,adjective,people: personality
fur,B1,,noun,animals
furious,B2,,adjective,people: personality
furiously,B2,,adverb,people: personality
furnish,C1,,adjective,
furniture,A2,,noun,buildings
furthermore,B2,,adverb,communication
furthest,B1,,adverb,
fury,C2,,noun,people: personality
fuss,C1,,noun,people: personality
fussy,C2,NOT LIKING,adjective,people: personality
future,B1,SUCCESS,noun,
gadget,C1,,noun,
gain,B1,INCREASE,verb,
gallery,B1,,noun,arts and media
gamble,C2,RISK MONEY,verb,
gambling,B2,,noun,
game,A1,ACTIVITY/SPORT,noun,shopping
gang,B2,CRIMINALS,noun,crime
gap,B2,SPACE,noun,
garage,A2,BUILDING,noun,buildings
garbage,B1,THINGS THROWN AWAY,noun,
garden,A1,LAND,noun,buildings
gardener,B2,,noun,
gardening,B2,,noun,
garlic,A2,,noun,food and drink
garment,C1,,noun,
gas,A2,LIQUID FUEL,noun,travel
gas station,A2,,noun,travel
gasoline,B2,,noun,travel
gasp,C2,MAKE NOISE,verb,
gate,A2,STRUCTURE,noun,buildings
gather,B2,COME TOGETHER,verb,people: actions
gather speed,C1,,phrase,
gay,B1,,adjective,relationships
gaze,C2,,noun,people: actions
gaze at,B2,,phrase,people: actions
gear,B2,VEHICLE PART,noun,travel
gender,B2,SEX,noun,people: appearance
gene,C1,,noun,body and health
general,B1,NOT DETAILED,adjective,
generalization,C1,,noun,
generalize,C1,,verb,
generally,B1,USUALLY,adverb,communication
generate,B2,CREATE,verb,
generation,B1,PEOPLE,noun,"people: personality, relationships"
generosity,B2,,noun,people: personality
generous,B1,WILLING TO GIVE,adjective,people: personality
generously,B2,,adverb,people: personality
genetic,B2,,noun,"body and health, education"
genetically modify,C1,,adjective,
genius,C1,PERSON,noun,
gentle,B1,KIND,adjective,people: personality
gentleman,B2,,noun,people: personality
gently,B2,,adverb,people: personality
genuine,B2,REAL,adjective,describing things
genuinely,B2,,adverb,
geography,A2,,noun,natural world
geology,C1,,noun,"education, natural world"
germ,C1,DISEASE,noun,body and health
gerund,C1,,noun,
gesture,C1,MOVEMENT,noun,
get,A1,RECEIVE,verb,
get a bus,A1,,phrase,travel
get a grip,C1,IDIOM,phrase,
get a move on,C2,,phrase,people: actions
get across or get across,B2,,phrasal verb,communication
get along,A2,,phrasal verb,relationships
get around,B1,,phrasal verb,travel
get around to,B2,,phrasal verb,people: actions
get at,B2,,phrasal verb,people: actions
get attention,B2,,phrase,
get away,B2,ESCAPE,phrasal verb,travel
get away with,B2,,phrasal verb,crime
get back,A2,,phrasal verb,travel
get back or get back,B2,,phrasal verb,people: actions
get back to,C1,,phrasal verb,communication
get bad,B1,,phrase,
get cancer,B1,,phrase,body and health
get carry away,B2,,phrasal verb,people: personality
get catch,B1,,phrase,
get catch up in,C2,,phrasal verb,
get cold,B1,,phrase,
get down,B1,,phrase,people: actions
get down to,B2,,phrasal verb,people: actions
get here,A1,,phrase,travel
get hold of,B2,,phrase,communication
get hook on,B2,,phrase,
get in,B1,ENTER,phrasal verb,people: actions
get in touch,B1,,phrase,communication
get into,B2,BE CHOSEN,phrasal verb,
get involve,B2,,phrase,
get marry,A2,,phrase,"people: actions, relationships"
get move,C2,,phrase,
get off,A2,,phrasal verb,travel
get off your chest,C2,IDIOM,phrase,communication
get on,A2,,phrasal verb,travel
get on 's nerve,B2,,phrase,people: personality
get on with,B2,,phrasal verb,
get out,B1,LEAVE,phrasal verb,travel
get out of,B2,,phrasal verb,people: actions
get out of hand,C2,IDIOM,phrase,
get over,B2,GET BETTER,phrasal verb,body and health
get over with,C2,,phrase,
get rid of,B1,,phrase,people: actions
get straight,C1,,phrase,
get stuck with,C2,,phrase,
get sweep along,B2,,phrase,
get the feeling,B2,,phrase,people: personality
get the hang of,C2,IDIOM,phrase,
get the picture,C2,IDIOM,phrase,
get through,B2,,phrasal verb,education
get through to,C1,,phrasal verb,
get to,C2,,phrasal verb,people: personality
get to do,B2,,phrase,
get to know,B1,,phrase,relationships
get together,B1,,phrasal verb,relationships
get underway,C2,,phrase,
get up,A1,,phrasal verb,people: actions
get wrong,B1,,phrase,
get you nowhere,C2,,phrase,
get your act together,C2,IDIOM,phrase,
ghost,B1,,noun,
giant,B1,,adjective,describing things
gift,A2,THING GIVEN,noun,
giggle,C2,,verb,people: actions
giraffe,B1,,noun,animals
girl,A1,,noun,people: appearance
girlfriend,A2,PARTNER,noun,relationships
give,A1,PROVIDE,verb,people: actions
give - and - take,C2,,noun,
give a call,A2,,phrase,communication
give a hard time,C2,,phrase,
give a party,A2,,phrase,people: actions
give a performance,B2,,phrase,people: actions
give away or give away,B1,FREE,phrasal verb,"people: actions, shopping"
give back or give back,A2,,phrasal verb,people: actions
give birth,B2,,phrase,body and health
give in,B1,AGREE,phrasal verb,communication
give out or give out,B1,,phrasal verb,people: actions
give rise to,C2,,phrase,
give the benefit of the doubt,C2,,phrase,
give up,B2,,phrasal verb,people: actions
give up or give up,B1,ACTIVITY,phrasal verb,people: actions
give way,C2,,phrase,
give way to,B2,,phrase,
give your word,C1,,phrase,communication
glad,A2,HAPPY,adjective,people: personality
glad of,C1,,phrase,
glamour,C1,,noun,
glance,B2,LOOK,noun,people: actions
glance at,B1,,phrase,people: actions
glare,C2,LIGHT,noun,
glass,A1,SUBSTANCE,noun,describing things
glimpse,C1,,noun,
global,B2,,adjective,natural world
global warming,B2,,noun,natural world
globalization,C1,,noun,
globally,B2,,adverb,natural world
glory,C1,PRAISE,noun,
glove,A2,,noun,clothes
glow,C2,LIGHT,noun,
glow with happiness,C2,,phrase,
glue,C2,,noun,
glue to,C2,,phrasal verb,
go,A1,MOVE/TRAVEL,verb,travel
go against the grain,C2,IDIOM,phrase,
go ahead,B2,START,phrasal verb,people: actions
go away,B1,LEAVE,phrasal verb,people: actions
go back,B1,,phrasal verb,travel
go badly,B1,,phrase,
go bald,B1,,phrase,
go blank,B2,,phrase,
go by,B2,,phrasal verb,
go crazy,B1,,phrase,
go down,B1,SUN,phrasal verb,natural world
go downhill,C2,IDIOM,phrase,
go for,B2,CHOOSE,phrasal verb,
go hand in hand,C1,IDIOM,phrase,
go in,A2,,phrasal verb,people: actions
go into detail,B2,,phrase,communication
go into effect,C2,,phrase,
go off,B1,STOP WORKING,phrasal verb,
go on,B1,CONTINUE,phrasal verb,people: actions
go out,A1,LEAVE,phrasal verb,people: actions
go out of your way to do,C2,,phrase,
go over,B2,,phrasal verb,
go overboard,C2,,phrase,
go red,B2,,phrase,people: personality
go run,A2,,phrase,people: actions
go shop,A1,,phrase,shopping
go so far as to do,C2,,phrase,
go through,B2,,phrasal verb,
go through the motion,C2,IDIOM,phrase,
go through the roof,C2,IDIOM,phrase,
go to do,A2,,phrase,
go to sleep,B1,,phrase,people: actions
go to the bathroom,A2,,phrase,"body and health, people: actions"
go too far,C2,,phrase,
go up,B1,,phrasal verb,
go with the flow,C2,IDIOM,phrase,
go wrong,B1,,phrase,
goal,A2,POINT,noun,shopping
goalkeeper,B1,,noun,shopping
goat,B1,,noun,animals
god,A2,,phrase,
gold,A2,,noun,natural world
golden,A2,METAL,adjective,natural world
golf,A2,,noun,shopping
good,A1,BETTER THAN ALL,adjective,describing things
good - looking,A2,,adjective,people: appearance
good afternoon,A1,,exclamation,communication
good be that,C2,,phrase,communication
good company,C1,,phrase,people: personality
good evening,A1,,exclamation,communication
good for you,A1,,phrase,body and health
good influence,B2,,phrase,people: personality
good judge of,C2,,phrase,people: personality
good morning,A1,,exclamation,communication
good news for,C1,,phrase,
good night,A1,,exclamation,communication
good value,B1,,phrase,"money, shopping"
good wish,A2,,phrase,
good worker,B1,,phrase,work
goodbye,A1,,exclamation,communication
goodetc .,B2,,phrase,describing things
goodness,C2,,noun,
google,B2,,verb,technology
gorgeous,B1,,adjective,
gossip,B2,,noun,communication
govern,B2,,verb,"people: actions, politics"
government,B1,GROUP,noun,politics
grab,B1,TAKE WITH HAND,verb,people: actions
grab 's attention,C1,,phrase,
grab the opportunity,C1,,phrase,
grace,C1,MOVEMENT,noun,
graceful,C1,MOVEMENT/SHAPE,adjective,describing things
grade,A2,SCHOOL,noun,education
gradual,B2,,adjective,
gradually,B2,,adverb,
graduate,A2,,noun,education
graduation,B1,CEREMONY,noun,education
grain,C2,SEED,noun,food and drink
gram,A2,,noun,describing things
grammar,A2,,noun,communication
grammatical,C2,,adjective,communication
grand,C1,,adjective,
grandchild,A2,,noun,relationships
granddad,A2,,noun,relationships
granddaughter,A2,,noun,relationships
grandfather,A2,,noun,relationships
grandma,A2,,noun,relationships
grandmother,A2,,noun,relationships
grandpa,A2,,noun,relationships
grandparent,A2,,noun,relationships
grandson,A2,,noun,relationships
granny,A2,,noun,relationships
grant,B2,,noun,money
grape,A2,,noun,food and drink
graph,B2,,noun,communication
graphic,B1,,noun,arts and media
grasp,C1,HOLD,verb,people: actions
grasp at,C2,,phrasal verb,people: actions
grass,A1,,noun,natural world
grateful,B1,,adjective,people: personality
grave,B2,,noun,
gray,A1,COLOR,adjective,describing things
great,A1,EXCELLENT,adjective,describing things
great big,B2,,phrase,describing things
great deal,B2,,phrase,describing things
great form,C2,,phrase,
greatly,B2,,adverb,communication
greatness,B2,,noun,people: personality
greed,C1,,noun,
greedy,B2,,adjective,people: personality
green,A1,COLOR,adjective,describing things
green with envy,C2,,phrase,
greet,B1,WELCOME,verb,communication
grief,B2,SADNESS,noun,people: personality
grill,A2,,adjective,food and drink
grim,C2,BAD,adjective,
grin,C2,SMILE,verb,people: actions
grin and bear it,C2,,phrase,
