Word,Level,Kanji,Hiragana,English
うみじ,N1,海路,うみじ,sea route
うむ,N2,有無,うむ,"yes or no,existence,flag indicator (comp),presence or absence marker"
うめ,N3,梅,うめ,"plum,plum-tree,lowest (of a three-tier ranking system)"
うめこむ,N1,埋め込む,うめこむ,to bury
うめぼし,N1,梅干,うめぼし,dried plum
うめる,N2,埋める,うめる,"to bury,to fill up,to fill (a seat, a vacant position)"
うやまう,N2,敬う,うやまう,"to show respect,to honour"
うら,N4,裏,うら,reverse side
うらがえし,N1,裏返し,うらがえし,"inside out, upside down"
うらがえす,N2,裏返す,うらがえす,"to turn inside out,to turn (something) over"
うらぎる,N3,裏切る,うらぎる,"to betray,to turn traitor to,to double-cross"
うらぐち,N2,裏口,うらぐち,"backdoor,rear entrance"
うらなう,N2,占う,うらなう,"to forecast,to predict"
うらみ,N2,恨み,うらみ,resentment
うらむ,N2,恨む,うらむ,"to curse,to feel bitter"
うらやましい,N2,羨ましい,うらやましい,"envious,enviable"
うらやむ,N2,羨む,うらやむ,to envy
うりあげ,N2,売上,うりあげ,"amount sold,proceeds"
うりきれ,N2,売り切れ,うりきれ,sold-out
うりきれる,N2,売り切れる,うりきれる,to be sold out
うりだし,N1,売り出し,うりだし,(bargain) sale
うりだす,N1,売り出す,うりだす,"to put on sale, to market, to become popular"
うりば,N4,売り場,うりば,place where things are sold
うる,N5,売る,うる,to sell
うるおう,N1,潤う,うるおう,"to be moist, to be damp, to get wet, to profit by, to be watered, to receive benefits, to favor, to charm, t"
うるさい,N5,煩い,うるさい,"noisy, annoying"
うれしい,N4,,うれしい,glad
うれゆき,N2,売行き,うれゆき,sales
うれる,N3,売れる,うれる,to be sold
うろうろ,N2,,うろうろ,"loiteringly,aimless wandering"
うわ,N3,上,うわ,"upper,outer,surface"
うわき,N1,浮気,うわき,"flighty, fickle, wanton, unfaithful"
うわぎ,N5,上着,うわぎ,jacket
うわさ,N3,噂,うわさ,"rumour,report,gossip,common talk"
うわて,N1,上手,うわて,"1. upper part, upper stream, left side (of a stage), 2. skillful (only in comparisons), dexterity (on"
うわまわる,N1,上回る,うわまわる,to exceed
うわる,N1,植わる,うわる,to be planted
うん,N4,,うん,(informal) yes
うんえい,N1,運営,うんえい,"management, administration, operation"
うんが,N2,運河,うんが,"canal,waterway"
うんざり,N1,,うんざり,"tedious, boring, being fed up with"
うんそう,N1,運送,うんそう,"shipping, marine transportation"
うんちん,N1,運賃,うんちん,"freight rates, shipping expenses, fare"
うんてん,N4,運転,うんてん・する,to drive
うんてんしゅ,N4,運転手,うんてんしゅ,driver
うんと,N2,,うんと,"a great deal,very much"
うんどう,N4,運動,うんどう・する,to exercise
うんぬん,N1,云々,うんぬん,"and so on, and so forth, comment"
うんぱん,N1,運搬,うんぱん,"transport, carriage"
うんめい,N1,運命,うんめい,fate
うんゆ,N1,運輸,うんゆ,transportation
うんよう,N1,運用,うんよう,"making use of, application, investment, practical use"
え,N5,絵,え,picture
えい,N1,,えい,ray (fish)
えいえん,N3,永遠,えいえん,"eternity,perpetuity,immortality,permanence"
えいが,N5,映画,えいが,movie
えいがかん,N5,映画館,えいがかん,cinema
えいきゅう,N3,永久,えいきゅう,"eternity,perpetuity,immortality"
えいきょう,N3,影響,えいきょう,"influence,effect"
えいぎょう,N3,営業,えいぎょう,"business,trade,management"
えいご,N5,英語,えいご,English language
えいしゃ,N1,映写,えいしゃ,projection
えいじ,N1,英字,えいじ,English letter (character)
えいせい,N3,衛星,えいせい,satellite
えいぞう,N1,映像,えいぞう,"reflection, image"
えいぶん,N2,英文,えいぶん,sentence in English
えいゆう,N1,英雄,えいゆう,"hero, great man"
えいよう,N3,栄養,えいよう,"nutrition,nourishment"
えいわ,N2,英和,えいわ,English-Japanese (e.g. dictionary)
ええ,N5,,ええ,yes
ええと,N2,,ええと,"let me see,well,er...."
えがお,N3,笑顔,えがお,smiling face
えがく,N3,描く,えがく,"to draw,to paint,to sketch,to depict,to describe"
えき,N5,駅,えき,station
えきたい,N2,液体,えきたい,"liquid,fluid"
えさ,N3,餌,えさ,"feed,bait"
えだ,N4,枝,えだ,"branch, twig"
えつらん,N1,閲覧,えつらん,"inspection, reading"
えのぐ,N2,絵の具,えのぐ,"colors,paints"
えもの,N1,獲物,えもの,"game, spoils, trophy"
えらい,N2,偉い,えらい,"great,celebrated,eminent,terrible,awful,famous,remarkable,excellent"
えらぶ,N4,選ぶ,えらぶ,to choose
えり,N1,襟,えり,"neck, collar, lapel, neckband"
える,N3,得る,える,"to get,to gain,to win"
えん,N3,円,えん,"circle,money"
えんかい,N2,宴会,えんかい,"party,banquet"
えんかつ,N1,円滑,えんかつ,"harmony, smoothness"
えんがわ,N1,縁側,えんがわ,"veranda, porch, balcony, open corridor"
えんがん,N1,沿岸,えんがん,"coast, shore"
えんき,N3,延期,えんき,"postponement,adjournment"
えんきょく,N1,婉曲,えんきょく,"euphemistic, circumlocution, roundabout, indirect, insinuating"
えんぎ,N3,演技,えんぎ,"acting,performance"
えんげい,N2,園芸,えんげい,"horticulture,gardening"
えんげき,N2,演劇,えんげき,play (theatrical)
えんしゅう,N2,円周,えんしゅう,circumference
えんしゅつ,N1,演出,えんしゅつ,"production (e.g. play), direction"
えんじょ,N3,援助,えんじょ,"assistance,aid,support"
えんじる,N1,演じる,えんじる,"to perform (a play), to play (a part), to act (a part), to commit (a blunder)"
えんずる,N1,演ずる,えんずる,"to perform, to play"
えんせん,N1,沿線,えんせん,along railway line
えんぜつ,N3,演説,えんぜつ,"speech,address"
えんそう,N3,演奏,えんそう,musical performance
えんそく,N2,遠足,えんそく,"trip,hike,picnic"
えんだん,N1,縁談,えんだん,"marriage proposal, engagement"
えんちょう,N2,延長,えんちょう,"extension,elongation,prolongation,lengthening"
えんとつ,N2,煙突,えんとつ,chimney
えんぴつ,N5,鉛筆,えんぴつ,pencil
えんぽう,N1,遠方,えんぽう,"long way, distant place"
えんまん,N1,円満,えんまん,"perfection, harmony, peace, smoothness, completeness, satisfaction, integrity"
えんりょ,N4,遠慮,えんりょ・する,"to be reserved, to be restrained"
お,N4,お・金持ち,かねもち/おかねもち,rich man
おい,N3,老い,おい,"old age,old person,the old,the aged"
おいかける,N2,追い掛ける,おいかける,"to chase or run after someone,to run down,to pursue"
おいこす,N2,追い越す,おいこす,"to pass (e.g. car),to outdistance,to outstrip"
おいこむ,N1,追い込む,おいこむ,"to herd, to corner, to drive"
おいしい,N5,,おいしい,delicious
おいだす,N1,追い出す,おいだす,"to expel, to drive out"
おいつく,N3,追い付く,おいつく,"to overtake,to catch up (with)"
おいて,N1,於いて,おいて,"at, in, on"
おいでになる,N4,,おいでになる,(respectful) to be
おいる,N1,老いる,おいる,"to age, to grow old"
おいわい,N4,お祝い,おいわい,congratulation
おう,N3,王,おう,"king,ruler,sovereign,monarch"
おうえん,N2,応援,おうえん,"aid,assistance,help,reinforcement"
おうきゅう,N1,応急,おうきゅう,emergency
おうごん,N1,黄金,おうごん,gold
おうさま,N3,王様,おうさま,king
おうしょく,N1,黄色,おうしょく,yellow
おうじ,N3,王子,おうじ,prince
おうじょ,N2,王女,おうじょ,princess
おうじる,N3,応じる,おうじる,"to respond,to satisfy,to accept,to comply with,to apply for"
おうずる,N2,応ずる,おうずる,"to answer,to respond,to meet,to satisfy,to accept"
おうせつ,N2,応接,おうせつ,reception
おうたい,N2,応対,おうたい,"receiving,dealing with"
おうだん,N3,横断,おうだん,crossing
おうふく,N2,往復,おうふく,"(col) round trip,coming and going,return ticket"
おうべい,N2,欧米,おうべい,"Europe and America,the West"
おうぼ,N1,応募,おうぼ,"subscription, application"
おうよう,N2,応用,おうよう,"application,put to practical use"
おえる,N3,終える,おえる,to finish
おおい,N5,多い,おおい,many
おおいに,N3,大いに,おおいに,"very,much,greatly"
おおう,N3,覆う,おおう,"to cover,to hide,to conceal,to wrap,to disguise"
おおかた,N1,大方,おおかた,"perhaps, almost all, majority"
おおがら,N1,大柄,おおがら,"large build, large pattern"
おおきい,N5,大きい,おおきい,big
おおきな,N5,大きな,おおきな,big
おおげさ,N1,大げさ,おおげさ,"grandiose, exaggerated"
おおごと,N1,大事,おおごと,"important, valuable, serious matter"
おおざっぱ,N2,,おおざっぱ,"rough (not precise),broad,sketchy"
おおすじ,N1,大筋,おおすじ,"outline, summary"
おおぜい,N5,大勢,おおぜい,great number of people
おおぞら,N1,大空,おおぞら,"heaven, firmament, the sky"
おおどおり,N2,大通り,おおどおり,main street
おおはば,N1,大幅,おおはば,"full width, large scale, drastic"
おおみず,N1,大水,おおみず,flood
おおや,N3,大家,おおや,"rich family,distinguished family"
おおやけ,N1,公,おおやけ,"official, public, formal, open, governmental"
おおよそ,N2,大凡,おおよそ,"about,roughly,as a rule,approximately"
おか,N3,丘,おか,"hill,height,knoll,rising ground"
おかあさん,N5,お母さん,おかあさん,(honorable) mother
おかえり,N2,お帰り,おかえり,"return,welcome"
おかけください,N2,,おかけください,
おかげ,N4,,おかげ,owing to
おかげさまで,N2,,おかげさまで,"Thanks to god,thanks to you"
おかし,N5,お菓子,おかし,"sweets, candy"
おかしい,N4,,おかしい,strange or funny
おかす,N1,犯す,おかす,"to commit, to perpetrate, to violate, to rape"
おかず,N2,,おかず,"side dish,accompaniment for rice dishes"
おかね,N5,お金,おかね,money
おかねもち,N4,お・金持ち,かねもち/おかねもち,rich man
おかわり,N2,お代わり,おかわり,"second helping,another cup"
おがむ,N2,拝む,おがむ,"to worship,to beg,to make a supplication"
おき,N3,沖,おき,open sea
おきのどくに,N2,,おきのどくに,
おきる,N5,起きる,おきる,to get up
おぎなう,N2,補う,おぎなう,to compensate for
おく,N5,置く,おく,to put
おくがい,N2,屋外,おくがい,outdoors
おくさん,N5,奥さん,おくさん,(honorable) wife
おくじょう,N4,屋上,おくじょう,rooftop
おくびょう,N1,臆病,おくびょう,"cowardice, timidity"
おくらす,N1,遅らす,おくらす,"to retard, to delay"
おくりがな,N2,送り仮名,おくりがな,part of word written in kana
おくりもの,N4,贈り物,おくりもの,gift
おくる,N4,送る,おくる,to send
おくれ,N1,遅れ,おくれ,"delay, lag"
おくれる,N4,遅れる,おくれる,to be late
おげんきで,N2,,おげんきで,
おこす,N4,起す,おこす,to wake
おこたる,N2,怠る,おこたる,"to neglect,to be off guard,to be feeling better"
おこない,N1,行い,おこない,"deed, conduct, behavior, action, asceticism"
おこなう,N4,行う,おこなう,to do
おこる,N4,怒る,おこる,"to get angry,to be angry"
おごそか,N1,厳か,おごそか,"austere, majestic, dignified, stately, awful, impressive"
おごる,N1,傲る,おごる,to be proud
おさ,N1,長,おさ,"chief, head"
おさえる,N2,押える,おさえる,"to stop,to restrain,to seize,to repress,to suppress,to press down"
おさきに,N2,,おさきに,"before,ahead,previously"
おさけ,N5,お酒,おさけ,"alcohol, rice wine"
おさない,N3,幼い,おさない,"very young,childish"
おさまる,N1,収まる,おさまる,"to be obtained, to end, to settle into, to fit into, to be settled, to be paid, to be delivered"
おさめる,N3,収める,おさめる,"to obtain,to reap,to pay,to supply,to accept"
おさら,N5,お皿,おさら,"plate, dish"
おさん,N1,お産,おさん,(giving) birth
おしい,N2,惜しい,おしい,"regrettable,disappointing,precious"
おしいれ,N4,押し入れ,おしいれ,closet
おしえ,N1,教え,おしえ,"teachings, precept, lesson, doctrine"
おしえる,N5,教える,おしえる,"to teach, to tell"
おしこむ,N1,押し込む,おしこむ,"to push into, to crowd into"
おしむ,N1,惜しむ,おしむ,"to be frugal, to value, to regret"
おしゃべり,N3,,おしゃべり,"chattering,talk,idle talk"
おしゃれ,N2,,おしゃれ,"smartly dressed,someone smartly dressed,fashion-conscious"
おしよせる,N1,押し寄せる,おしよせる,"to push aside, to advance on"
おじいさん,N5,伯父/叔父,おじいさん,"grandfather, male senior citizen"
おじぎ,N2,御辞儀,おじぎ,bow
おじさん,N5,伯父/叔父,おじさん,"uncle, middle aged gentleman"
おじゃまします,N2,,おじゃまします,Excuse me for disturbing you
おじょうさん,N4,お嬢さん,おじょうさん,young lady
おす,N5,押す,おす,"to push, to stamp something"
おせじ,N1,お世辞,おせじ,"flattery, compliment"
おせん,N3,汚染,おせん,"pollution,contamination"
おそい,N5,遅い,おそい,"late, slow"
おそう,N1,襲う,おそう,to attack
おそくとも,N1,遅くとも,おそくとも,at the latest
おそらく,N3,,おそらく,perhaps
おそれ,N1,恐れ,おそれ,"fear, horror"
おそれいる,N1,恐れ入る,おそれいる,"to be filled with awe, to feel small, to be amazed, to be surprised, to be disconcerted, to be sorry, to b"
おそれる,N3,恐れる,おそれる,"to fear,to be afraid of"
おそろしい,N3,恐ろしい,おそろしい,"terrible,dreadful"
おそわる,N2,教わる,おそわる,to be taught
おたがい,N3,お互い,おたがい,"mutual,reciprocal,each other"
おたく,N4,お宅,おたく,(polite) your house
おだいじに,N2,,おだいじに,Take care of yourself
おだてる,N1,煽てる,おだてる,"to stir up, to instigate, to flatter"
おだやか,N3,穏やか,おだやか,"calm,gentle,quiet"
おちこむ,N1,落ち込む,おちこむ,"to fall into, to feel down (sad)"
