Kanji,Hiragana,English,JLPT
今度,こんど,"now,next time",N4
,コンピュータ/コンピューター,computer,N4
今夜,こんや,tonight,N4
最近,さいきん,"latest,nowadays",N4
最後,さいご,"last,end",N4
最初,さいしょ,"beginning,first",N4
坂,さか,"slope,hill",N4
探す,さがす,to look for,N4
下る,さがる,"to get down,to descend",N4
盛ん,さかん,"popularity,prosperous",N4
下げる,さげる,"to hang,to lower,to move back",N4
差し上げる,さしあげる,(polite) to give,N4
,さっき,some time ago,N4
寂しい,さびしい,lonely,N4
さ来月,さらいげつ,the month after next,N4
さ来週,さらいしゅう,the week after next,N4
,サラダ,salad,N4
騒ぐ,さわぐ,"to make noise,to be excited",N4
触る,さわる,to touch,N4
産業,さんぎょう,industry,N4
,サンダル,sandal,N4
,サンドイッチ,sandwich,N4
残念,ざんねん,disappointment,N4
市,し,city,N4
字,じ,character,N4
試合,しあい,"match,game",N4
仕方,しかた,method,N4
,しかる,a particular,N4
試験,しけん,examination,N4
事故,じこ,accident,N4
地震,じしん,earthquake,N4
時代,じだい,era,N4
下着,したぎ,underwear,N4
支度,したく・する,to prepare,N4
,しっかり,"firmly,steadily",N4
失敗,しっぱい,"failure,mistake",N4
辞典,じてん,dictionary,N4
品物,しなもの,goods,N4
,しばらく,little while,N4
島,しま,island,N4
市民,しみん,citizen,N4
事務所,じむしょ,office,N4
社会,しゃかい,"society,public",N4
社長,しゃちょう,company president,N4
,じゃま,"hindrance,intrusion",N4
,ジャム,jam,N4
自由,じゆう,freedom,N4
習慣,しゅうかん,"custom,manners",N4
住所,じゅうしょ,"an address,a residence",N4
柔道,じゅうどう,judo,N4
十分,じゅうぶん,enough,N4
出席,しゅっせき・する,to attend,N4
出発,しゅっぱつ・する,to depart,N4
趣味,しゅみ,hobby,N4
準備,じゅんび・する,to prepare,N4
紹介,しょうかい,introduction,N4
小学校,しょうがっこう,elementary school,N4
小説,しょうせつ,novel,N4
招待,しょうたい・する,to invite,N4
承知,しょうち・する,to consent,N4
将来,しょうらい,"future,prospects",N4
食事,しょくじ・する,to have a meal,N4
食料品,しょくりょうひん,groceries,N4
女性,じょせい,woman,N4
知らせる,しらせる,to notify,N4
調べる,しらべる,to investigate,N4
人口,じんこう,population,N4
神社,じんじゃ,Shinto shrine,N4
親切,しんせつ,kindness,N4
心配,しんぱい・する,to worry,N4
新聞社,しんぶんしゃ,newspaper company,N4
水泳,すいえい,swimming,N4
水道,すいどう,water supply,N4
,ずいぶん,extremely,N4
数学,すうがく,"mathematics,arithmetic",N4
,スーツ,suit,N4
,スーツケース,suitcase,N4
過ぎる,すぎる,to exceed,N4
,すく,to become empty,N4
,スクリーン,screen,N4
凄い,すごい,terrific,N4
進む,すすむ,to make progress,N4
,すっかり,completely,N4
,すっと,"straight,all of a sudden",N4
,ステーキ,steak,N4
捨てる,すてる,to throw away,N4
,ステレオ,stereo,N4
砂,すな,sand,N4
,すばらしい,wonderful,N4
滑る,すべる,"to slide,to slip",N4
隅,すみ,"corner,nook",N4
済む,すむ,to finish,N4
,すり,pickpocket,N4
,すると,then,N4
生活,せいかつ・する,to live,N4
生産,せいさん・する,to produce,N4
政治,せいじ,"politics,government",N4
西洋,せいよう,western countries,N4
世界,せかい,the world,N4
席,せき,seat,N4
説明,せつめい,explanation,N4
背中,せなか,back of the body,N4
,ぜひ,without fail,N4
世話,せわ・する,to look after,N4
線,せん,line,N4
,ぜんぜん,not entirely (used in a negative sentence),N4
戦争,せんそう,war,N4
先輩,せんぱい,senior,N4
,そう,really,N4
相談,そうだん・する,to discuss,N4
育てる,そだてる,"to rear,to bring up",N4
卒業,そつぎょう,graduation,N4
祖父,そふ,grandfather,N4
,ソフト,soft,N4
祖母,そぼ,grandmother,N4
,それで,because of that,N4
,それに,moreover,N4
,それほど,to that extent,N4
,そろそろ,"gradually,soon",N4
,そんな,that sort of,N4
,そんなに,"so much,like that",N4
退院,たいいん・する,to leave hospital,N4
大学生,だいがくせい,university student,N4
大事,だいじ,"important,valuable,serious matter",N4
大体,だいたい,generally,N4
,たいてい,usually,N4
,タイプ,"type,style",N4
大分,だいぶ,greatly,N4
台風,たいふう,typhoon,N4
倒れる,たおれる,to break down,N4
,だから,"so,therefore",N4
確か,たしか,definite,N4
足す,たす,to add a number,N4
訪ねる,たずねる,to visit,N4
尋ねる,たずねる,to ask,N4
正しい,ただしい,correct,N4
畳,たたみ,Japanese straw mat,N4
立てる,たてる,to stand something up,N4
建てる,たてる,to build,N4
例えば,たとえば,for example,N4
棚,たな,shelves,N4
楽しみ,たのしみ,joy,N4
楽む,たのしむ,to enjoy oneself,N4
,たまに,occasionally,N4
為,ため,in order to,N4
,だめ,no good,N4
足りる,たりる,to be enough,N4
男性,だんせい,male,N4
暖房,だんぼう,heating,N4
血,ち,blood,N4
,チェック・する,to check,N4
力,ちから,"strength,power",N4
,ちっとも,not at all (used with a negative verb),N4
,ちゃん,suffix for familiar female person,N4
注意,ちゅうい,caution,N4
中学校,ちゅうがっこう,"junior high school,middle school",N4
注射,ちゅうしゃ,injection,N4
駐車場,ちゅうしゃじょう,parking lot,N4
地理,ちり,geography,N4
捕まえる,つかまえる,to seize,N4
,つき,moon,N4
付く,つく,to be attached,N4
漬ける,つける,"to soak,to pickle",N4
都合,つごう,"circumstances,convenience",N4
伝える,つたえる,to report,N4
続く,つづく,to be continued,N4
続ける,つづける,to continue,N4
包む,つつむ,to wrap,N4
妻,つま,(humble) wife,N4
,つもり,intention,N4
釣る,つる,to fish,N4
連れる,つれる,to lead,N4
丁寧,ていねい,polite,N4
,テキスト,"text,text book",N4
適当,てきとう,suitability,N4
,できるだけ,as much as possible,N4
手伝う,てつだう,to assist,N4
,テニス,tennis,N4
手袋,てぶくろ,glove,N4
寺,てら,temple,N4
点,てん,"point,dot",N4
店員,てんいん,shop assistant,N4
天気予報,てんきよほう,weather forecast,N4
電灯,でんとう,electric light,N4
電報,でんぽう,telegram,N4
展覧会,てんらんかい,exhibition,N4
都,と,metropolitan,N4
道具,どうぐ,"tool,means",N4
,とうとう,"finally, after all",N4
動物園,どうぶつえん,zoo,N4
遠く,とおく,distant,N4
通る,とおる,to go through,N4
特に,とくに,"particularly,especially",N4
特別,とくべつ,special,N4
,とこや,barber,N4
途中,とちゅう,on the way,N4
特急,とっきゅう,limited express train (faster than an express train),N4
届ける,とどける,to reach,N4
泊まる,とまる,to lodge at,N4
止める,とめる,to stop something,N4
取り替える,とりかえる,to exchange,N4
泥棒,どろぼう,thief,N4
,どんどん,more and more,N4
直す,なおす,"to fix,to repair",N4
直る,なおる,"to be fixed,to be repaired",N4
治る,なおる,"to be cured,to heal",N4
中々,なかなか,considerably,N4
泣く,なく,to weep,N4
無くなる,なくなる,"to disappear,to get lost",N4
亡くなる,なくなる,to die,N4
投げる,なげる,to throw or cast away,N4
,なさる,(respectful) to do,N4
鳴る,なる,to sound,N4
,なるべく,as much as possible,N4
,なるほど,now I understand,N4
慣れる,なれる,to grow accustomed to,N4
,におい,a smell,N4
苦い,にがい,bitter,N4
二階建て,にかいだて,two storied,N4
逃げる,にげる,to escape,N4
日記,にっき,journal,N4
入院,にゅういん・する,to hospitalise,N4
入学,にゅうがく・する,to enter school or university,N4
似る,にる,to be similar,N4
人形,にんぎょう,"doll, figure",N4
盗む,ぬすむ,to steal,N4
塗る,ぬる,"to paint,to plaster",N4
,ぬれる,to get wet,N4
,ねだん,price,N4
熱,ねつ,fever,N4
,ねっしん,enthusiasm,N4
寝坊,ねぼう,sleeping in late,N4
眠い,ねむい,sleepy,N4
眠る,ねむる,to sleep,N4
残る,のこる,to remain,N4
,のど,throat,N4
乗り換える,のりかえる,to change between buses or trains,N4
乗り物,のりもの,vehicle,N4
葉,は,leaf,N4
場合,ばあい,situation,N4
,パート,part time,N4
倍,ばい,double,N4
拝見,はいけん・する,(humble) to look at,N4
歯医者,はいしゃ,dentist,N4
運ぶ,はこぶ,to transport,N4
始める,はじめる,to begin,N4
場所,ばしょ,location,N4
,はず,it should be so,N4
恥ずかしい,はずかしい,embarrassed,N4
,パソコン,personal computer,N4
発音,はつおん,pronunciation,N4
,はっきり,clearly,N4
花見,はなみ,cherry-blossom viewing,N4
林,はやし,"woods,forester",N4
払う,はらう,to pay,N4
番組,ばんぐみ,television or radio program,N4
反対,はんたい,opposition,N4
,ハンドバッグ,handbag　,N4
日,ひ,"day, sun",N4
火,ひ,fire,N4
,ピアノ,piano,N4
冷える,ひえる,to grow cold,N4
光,ひかり,light,N4
光る,ひかる,"to shine,to glitter",N4
引き出し,ひきだし,"drawer,drawing out",N4
引き出す,ひきだす,to withdraw,N4
,ひげ,beard,N4
飛行場,ひこうじょう,airport,N4
久しぶり,ひさしぶり,after a long time,N4
美術館,びじゅつかん,art gallery,N4
非常に,ひじょうに,extremely,N4
,びっくり・する,to be surprised,N4
引っ越す,ひっこす,to move house,N4
必要,ひつよう,necessary,N4
,ひどい,awful,N4
開く,ひらく,to open an event,N4
,ビル,building or bill,N4
昼間,ひるま,"daytime,during the day",N4
昼休み,ひるやすみ,noon break,N4
拾う,ひろう,"to pick up,to gather",N4
,ファックス,fax,N4
増える,ふえる,to increase,N4
深い,ふかい,deep,N4
複雑,ふくざつ,"complexity,complication",N4
復習,ふくしゅう,revision,N4
部長,ぶちょう,head of a section,N4
普通,ふつう,"usually, or a train that stops at every station",N4
,ぶどう,grapes,N4
太る,ふとる,to become fat,N4
布団,ふとん,"Japanese bedding, futon",N4
舟,ふね,ship,N4
不便,ふべん,inconvenience,N4
踏む,ふむ,to step on,N4
降り出す,ふりだす,to start to rain,N4
,プレゼント,present,N4
文化,ぶんか,culture,N4
文学,ぶんがく,literature,N4
文法,ぶんぽう,grammar,N4
別,べつ,different,N4
,ベル,bell,N4
変,へん,strange,N4
返事,へんじ,reply,N4
貿易,ぼうえき,trade,N4
放送,ほうそう・する,to broadcast,N4
法律,ほうりつ,law,N4
僕,ぼく,I (used by males),N4
星,ほし,star,N4
,ほど,extent,N4
,ほとんど,mostly,N4
,ほめる,to praise,N4
翻訳,ほんやく,translation,N4
参る,まいる,"(humble) to go,to come",N4
負ける,まける,to lose,N4
,まじめ,serious,N4
,まず,first of all,N4
,または,"or,otherwise",N4
間違える,まちがえる,to make a mistake,N4
間に合う,まにあう,to be in time for,N4
周り,まわり,surroundings,N4
回る,まわる,to go around,N4
漫画,まんが,comic,N4
真中,まんなか,middle,N4
見える,みえる,to be in sight,N4
湖,みずうみ,lake,N4
味噌,みそ,bean paste,N4
見つかる,みつかる,to be discovered,N4
見つける,みつける,to discover,N4
皆,みな,everybody,N4
港,みなと,harbour,N4
向かう,むかう,to face,N4
迎える,むかえる,to go out to meet,N4
昔,むかし,"olden days, former",N4
虫,むし,insect,N4
息子,むすこ,(humble) son,N4
娘,むすめ,(humble) daughter,N4
無理,むり,impossible,N4
召し上がる,めしあがる,(polite) to eat,N4
珍しい,めずらしい,rare,N4
申し上げる,もうしあげる,"(humble) to say,to tell",N4
申す,もうす,"(humble) to be called,to say",N4
,もうすぐ,soon,N4
,もし,if,N4
,もちろん,of course,N4
,もっとも,extremely,N4
戻る,もどる,to turn back,N4
木綿,もめん,cotton,N4
,もらう,to receive,N4
森,もり,forest,N4
焼く,やく,"to bake,to grill",N4
約束,やくそく,promise,N4
役に立つ,やくにたつ,to be helpful,N4
焼ける,やける,"to burn,to be roasted",N4
優しい,やさしい,kind,N4
痩せる,やせる,to become thin,N4
,やっと,at last,N4
,やはり/やっぱり,"as I thought,absolutely",N4
止む,やむ,to stop,N4
止める,やめる,to stop,N4
柔らかい,やわらかい,soft,N4
湯,ゆ,hot water,N4
輸出,ゆしゅつ・する,to export,N4
輸入,ゆにゅう・する,to import,N4
指,ゆび,finger,N4
指輪,ゆびわ,finger ring,N4
夢,ゆめ,dream,N4
揺れる,ゆれる,"to shake,to sway",N4
用,よう,use,N4
用意,ようい,preparation,N4
用事,ようじ,things to do,N4
汚れる,よごれる,to get dirty,N4
予習,よしゅう,preparation for a lesson,N4
予定,よてい,arrangement,N4
予約,よやく,reservation,N4
寄る,よる,to visit,N4
喜ぶ,よろこぶ,to be delighted,N4
,よろしい,"(respectful) OK,all right",N4
理由,りゆう,reason,N4
利用,りよう,utilization,N4
両方,りょうほう,both sides,N4
旅館,りょかん,Japanese hotel,N4
留守,るす,absence,N4
冷房,れいぼう,air conditioning,N4
歴史,れきし,history,N4
,レジ,register,N4
,レポート/リポート,report,N4
連絡,れんらく,contact,N4
,ワープロ,word processor,N4
沸かす,わかす,"to boil,to heat",N4
別れる,わかれる,to separate,N4
沸く,わく,"to boil, to grow hot,to get excited",N4
訳,わけ,"meaning,reason",N4
忘れ物,わすれもの,lost article,N4
笑う,わらう,"to laugh,to smile",N4
割合,わりあい,"rate,ratio,percentage",N4
割れる,われる,to break,N4
泳ぎ方,およぎかた,way of swimming,N4
,あっ,"Ah!,Oh!",N3
愛,あい,love,N3
挨拶,あいさつ,"greeting,salutation",N3
愛情,あいじょう,"love,affection",N3
合図,あいず,"sign,signal",N3
,アイスクリーム,ice cream,N3
愛する,あいする,to love,N3
相手,あいて,"companion,partner,company",N3
,あいにく,"unfortunately,Sorry, but....",N3
,アイロン,(electric) iron,N3
,アウト,out,N3
明かり,あかり,"lamplight,light (in general),brightness",N3
空き,あき,"room,time to spare,emptiness",N3
明らか,あきらか,"obvious,evident,clear",N3
諦める,あきらめる,"to give up,to abandon",N3
飽きる,あきる,"to get tired of,to lose interest in,to have enough",N3
握手,あくしゅ,handshake,N3
悪魔,あくま,"devil,demon,evil spirit",N3
明ける,あける,"to dawn,to become daylight",N3
,あした,tomorrow,N3
預ける,あずける,"to give into custody,to entrust,to deposit",N3
汗,あせ,"sweat,perspiration",N3
与える,あたえる,"to give,to present,to award",N3
暖かい,あたたか(い),"warm,mild",N3
辺り,あたり,"vicinity,nearby",N3
当たる,あたる,"to be hit,to be successful,to be equivalent to",N3
,あちこち,here and there,N3
扱う,あつかう,"to handle,to deal with,to treat",N3
集まり,あつまり,"gathering,meeting,assembly,collection",N3
当てる,あてる,"to hit,to apply a patch",N3
跡,あと,"(1) trace,tracks,mark,sign,(2) remains,ruins,(3) scar",N3
,あと,"(1) trace,tracks,(2) remains,ruins,(3) scar",N3
穴,あな,hole,N3
浴びる,あびる,"to bathe,to bask in the sun,to shower",N3
油,あぶら,oil,N3
余り,あまり,"not very (used as adverb),not much",N3
誤り,あやまり,error,N3
粗,あら,"defect,flaw,blemish,weak point",N3
嵐,あらし,"storm,tempest",N3
新た,あらた,"new,fresh,novel",N3
,あらゆる,"all,every",N3
表す,あらわす,"to express,to show,to reveal",N3
