Word,Level,길잡이말,품사,Word_Number
소음,중급,을 줄이다,명사,06
소재,중급,소재로 삼다,명사,05
소중히,중급,소중히 여기다,부사,
소지품,중급,을 보관하다,명사,
소형,중급,소형 자동차,명사,03
소홀하다,중급,일에,형용사,
소화,중급,를 돕다,명사,06
속눈썹,중급,이 길다,명사,
속다,중급,거짓말에,동사,01
속담,중급,을 인용하다,명사,
속마음,중급,을 털어 놓다,명사,
속상하다,중급,마음이,형용사,02
속이다,중급,친구를,동사,
속하다,중급,모임에,동사,02
손가방,중급,을 들다,명사,
손길,중급,을 내밀다,명사,
손끝,중급,에 닿다,명사,
손등,중급,으로 닦다,명사,01
손목,중급,에 시계를 차다,명사,
손목시계,중급,를 차다,명사,
손발,중급,이 저리다,명사,
손뼉,중급,을 치다,명사,
손쉽다,중급,손쉽게 끝내다,형용사,
손자,중급,를 돌보다,명사,01
손잡다,중급,서로 손잡다,동사,
손잡이,중급,를 잡다,명사,
손질,중급,머리 손질,명사,
손톱,중급,을 깎다,명사,01
손해,중급,를 입히다,명사,
솔직하다,중급,성격이,형용사,
솔직히,중급,솔직히 말하다,부사,
솜씨,중급,가 좋다,명사,
솟다,중급,물가가,동사,01
송별회,중급,를 열다,명사,
송아지,중급,를 키우다,명사,
송이,중급,가 맺히다,명사,01
쇠,중급,가 녹슬다,명사,01
쇠고기,중급,를 굽다,명사,
쇼,중급,를 보다,명사,02
쇼핑몰,중급,을 운영하다,명사,
쇼핑센터,중급,에서 사다,명사,
수,중급,수요일,명사,07
수년,중급,이 흐르다,명사,02
수다,중급,를 떨다,명사,01
수단,중급,이 좋다,명사,01
수도,중급,수도를 놓다,명사,05
수도,중급,를 정하다,명사,09
수도권,중급,에 거주하다,명사,
수도꼭지,중급,를 잠그다,명사,
수돗물,중급,을 마시다,명사,
수동적,중급,수동적 자세,관형사·명사,02
수량,중급,이 모자라다,명사,05
수리,중급,를 맡기다,명사,14
수리비,중급,를 내다,명사,
수만,중급,수만 원,수사·관형사,
수많다,중급,수많은 사람,형용사,
수면,중급,을 방해하다,명사,07
수면제,중급,를 먹다,명사,
수명,중급,이 길다,명사,05
수백,중급,수백 마리,수사·관형사,04
수사,중급,경찰 수가,명사,18
수상,중급,으로 뽑히다,명사,09
수선,중급,을 맡기다,명사,13
수속,중급,을 밟다,명사,01
수수께끼,중급,를 풀다,명사,
수수료,중급,를 내다,명사,
수시로,중급,수시로 열다,부사,
수십,중급,수십 개,수사·관형사,
수없이,중급,수없이 많다,부사,
수요,중급,가 늘다,명사,06
수용,중급,조건 수용,명사,06
수입,중급,이 많다,명사,01
수입,중급,수출,명사,02
수입품,중급,수출품,명사,02
수정,중급,계획 수정,명사,09
수준,중급,이 높다,명사,
수집,중급,우표 수집,명사,02
수천,중급,수천 명,수사·관형사,07
수출,중급,수입,명사,03
수표,중급,를 발행하다,명사,01
수학,중급,을 가르치다,명사,05
수행,중급,업무 수행,명사,02
숙녀,중급,로 자라다,명사,
숙박,중급,숙박 시설,명사,
숙박비,중급,를 지불하다,명사,
숙소,중급,에 머물다,명사,02
숙이다,중급,고개를,동사,
순간,중급,순간 놀라다,명사,03
순간적,중급,순간적 느낌,관형사·명사,
순수하다,중급,마음이,형용사,02
순식간,중급,순식간에 사라지다,명사,
순위,중급,를 정하다,명사,
순진하다,중급,어린아이처럼,형용사,01
순하다,중급,사람이,형용사,02
술병,중급,을 비우다,명사,02
술자리,중급,에 모이다,명사,
술잔,중급,을 돌리다,명사,
숨,중급,을 쉬다,명사,01
숨기다,중급,물건을,동사,
숨다,중급,산 속으로,동사,01
숨소리,중급,가 고르다,명사,
숨지다,중급,사고로,동사,
숲,중급,이 우거지다,명사,01
쉬다,중급,목이,동사,02
쉿,중급,쉿! 조용히 해 봐,감탄사,
슈퍼,중급,에서 사다,명사,
스님,중급,을 모시다,명사,
-스럽다,중급,자랑스럽다,접사,
스무째,중급,스무째 날,수사·관형사/명사,
스위치,중급,를 켜다,명사,
스치다,중급,옷깃이,동사,01
스커트,중급,를 입다,명사,
스케줄,중급,을 짜다,명사,
스타일,중급,머리의,명사,
스타킹,중급,을 신다,명사,
스튜디오,중급,녹음 스튜디오,명사,
슬리퍼,중급,를 신다,명사,
슬쩍,중급,슬쩍 묻다,부사,
습기,중급,를 제거하다,명사,02
습도,중급,가 높다,명사,
습하다,중급,공기가,형용사,01
승객,중급,을 태우다,명사,
승낙,중급,을 받다,명사,
승리,중급,를 얻다,명사,
승무원,중급,비행기 승무원,명사,
승용차,중급,를 운전하다,명사,
승진,중급,승진 시험,명사,03
승차,중급,승차 거부,명사,02
승차권,중급,을 끊다,명사,
승패,중급,를 가르다,명사,02
시,중급,를 읽다,명사,13
시각,중급,일출 시각,명사,03
시각,중급,여성의 시각,명사,04
시금치,중급,를 무치다,명사,
시기,중급,등록 시기,명사,04
시내버스,중급,를 타다,명사,
시달리다,중급,업무에,동사,
시대,중급,조선 시대,명사,02
시댁,중급,에 가다,명사,
시도,중급,가 성공하다,명사,07
시들다,중급,꽃이,동사,
시디,중급,를 굽다,명사,01
시력,중급,이 좋다,명사,01
시리즈,중급,로 방영되다,명사,
시멘트,중급,가 굳다,명사,
시부모,중급,에게 효도하다,명사,
시선,중급,이 마주치다,명사,03
시설,중급,에 투자하다,명사,03
시스템,중급,을 개선하다,명사,
시아버지,중급,를 모시다,명사,
시야,중급,를 가리다,명사,03
시외,중급,로 나가다,명사,01
시외버스,중급,를 타다,명사,
시인,중급,여류 시인,명사,10
시일,중급,이 걸리다,명사,04
시장,중급,을 뽑다,명사,03
시절,중급,어린 시절,명사,01
시점,중급,에 이르다,명사,02
시중,중급,시중 가격,명사,03
시집,중급,시집 식구,명사,01
시집,중급,을 읽다,명사,03
시집가다,중급,부잣집에,동사,
시청,중급,텔레비전 시청,명사,03
시청률,중급,이 높다,명사,
시청자,중급,에게 전달하다,명사,
시합,중급,에서 이기다,명사,01
시행,중급,시행 예정,명사,01
시험지,중급,를 채점하다,명사,
식기,중급,를 씻다,명사,01
식당가,중급,에서 먹다,명사,
식량,중급,을 구하다,명사,03
식료품,중급,을 사다,명사,
식물,중급,을 기르다,명사,02
식비,중급,를 내다,명사,02
식사량,중급,을 줄이다,명사,
식욕,중급,이 떨어지다,명사,
식용유,중급,에 튀기다,명사,
식중독,중급,에 걸리다,명사,
식품점,중급,에서 사다,명사,
식후,중급,식후 30분,명사,02
식히다,중급,차를,동사,
신,중급,을 신다,명사,01
신,중급,이 나다,명사,02
신-,중급,신세계,접사,15
신경,중급,을 다치다,명사,04
신고,중급,분실물 신고,명사,01
신기하다,중급,마술이,형용사,01
신나다,중급,나들이에 ,동사,
신념,중급,을 지키다,명사,01
신뢰,중급,를 잃다,명사,02
신맛,중급,이 나다,명사,
신문사,중급,에 다니다,명사,
신문지,중급,에 싸다,명사,
신부,중급,가톨릭,명사,04
신분,중급,에 맞다,명사,02
신비,중급,우주의,명사,02
신사,중급,숙녀,명사,16
신상품,중급,을 내놓다,명사,
신세,중급,를 망치다,명사,02
신세대,중급,신세대 문화,명사,
신앙,중급,이 깊다,명사,
신용,중급,을 잃다,명사,01
신입,중급,신입 사원,명사,03
신입생,중급,을 모집하다,명사,
신제품,중급,이 나오다,명사,
신중,중급,을 기하다,명사,04
신청서,중급,를 접수하다,명사,
신체,중급,가 튼튼하다,명사,02
신체적,중급,신체적 기능,관형사·명사,
신혼,중급,신혼 생활,명사,04
신혼부부,중급,예비 신혼부부,명사,
신화,중급,단군 신화,명사,04
실,중급,로 묶다,명사,01
실감,중급,이 나다,명사,
실내,중급,로 들어가다,명사,
실력,중급,이 뛰어나다,명사,02
실례,중급,를 들다,명사,02
실리다,중급,배에,동사,01
실망,중급,이 크다,명사,02
실습,중급,을 나가다,명사,
실시,중급,훈련 실시,명사,03
실업,중급,실업 위기,명사,01
실용적,중급,실용적 기술,관형사·명사,
실은,중급,실은 그렇지 않다,부사,
실장,중급,으로 승진하다,명사,
실제,중급,실제 일어나다,부사/명사,02
실제로,중급,실제로 일어나다,부사,
실종,중급,실종 사건,명사,
실천,중급,에 옮기다,명사,01
실체,중급,를 보다,명사,02
실컷,중급,실컷 놀다,부사,
실험,중급,을 하다,명사,
실현,중급,꿈의 실현,명사,
싫증,중급,이 나다,명사,
-심,중급,배려심,접사,09
심각하다,중급,문제가,형용사,02
심리,중급,를 나타내다,명사,01
심리적,중급,심리적 변화,관형사·명사,
심부름,중급,을 보내다,명사,
심사,중급,를 받다,명사,08
심장,중급,이 뛰다,명사,02
심정,중급,이 답답하다,명사,01
심지어,중급,심지어 ~까지도,부사,
심판,중급,법의 심판,명사,02
십상,중급,십상 알맞다,명사/부사,02
싱싱하다,중급,야채가,형용사,
싸구려,중급,싸구려 화장품,명사,
싸다,중급,오줌을,동사,02
싸움,중급,이 나다,명사,
싸이다,중급,보자기에,동사,01
싼값,중급,에 팔다,명사,
쌍,중급,쌍으로 묶다,명사,02
쌍둥이,중급,를 키우다,명사,
쌓이다,중급,책들이,동사,
썩,중급,썩 잘한다,부사,01
썩다,중급,고기가,동사,
썰렁하다,중급,날씨가,형용사,
쏘다,중급,총을,동사,01
쏟다,중급,기름을,동사,
쏟아지다,중급,물이,동사,
쐬다,중급,바람을,동사,01
쑤시다,중급,몸이,동사,01
쑥스럽다,중급,표정이,형용사,
쓰기,중급,쓰기 평가,명사,
쓰다듬다,중급,머리를,동사,
쓰러지다,중급,나무가,동사,
쓰이다,중급,칠판에,동사,01
쓰이다,중급,저울이,동사,03
쓴맛,중급,이 나다,명사,
쓸다,중급,낙엽을,동사,02
쓸데없다,중급,물건이,형용사,
쓸데없이,중급,쓸데없이 돈을 쓰다,부사,
쓸쓸하다,중급,마음이,형용사,
씌우다,중급,모자를,동사,01
씨,중급,를 뿌리다,명사,01
씨름,중급,씨름 경기,명사,
씨앗,중급,을 뿌리다,명사,
-씩,중급,조금씩,접사,03
씩씩하다,중급,씩씩한 사람,형용사,02
씻기다,중급,비에,동사,01
씻기다,중급,아이를,동사,02
아가,중급,가 울다,명사,01
아깝다,중급,돈이,형용사,
아끼다,중급,돈을,동사,
아냐,중급,아냐. 괜찮아,감탄사,
아동,중급,의 성장,명사,02
아드님,중급,첫째 아드님,명사,
아래층,중급,으로 내려가다,명사,
아랫사람,중급,의 도리,명사,
아랫집,중급,에 내려가다,명사,
아마도,중급,아마도 -을 것이다,부사,
아무개,중급,아무개 씨,대명사,
아무래도,중급,아무래도 이상하다,부사,
아무런,중급,−,관형사,
아무렇다,중급,미래가 아무렇든,형용사,
아무튼,중급,"아무튼, 다행이다.",부사,
아쉬움,중급,이 남다,명사,
아쉽다,중급,작별이,형용사,
아시아,중급,아시아 대륙,명사,
아예,중급,아예 안 하다,부사,
아울러,중급,실력과 아울러 미모도,부사,
아이,중급,"아이, 나도 바쁜데",감탄사,02
아이고,중급,"아이고, 시끄러워",감탄사,
아이디어,중급,를 내다,명사,
아침밥,중급,을 먹다,명사,
아침저녁,중급,아침저녁으로 만나다,명사,
아프리카,중급,아프리카 대륙,명사,
아픔,중급,육신의 아픔,명사,
아하,중급,"아하, 그렇구나",감탄사,
아홉째,중급,아홉째 날,수사·관형사/명사,
악몽,중급,을 꾸다,명사,
악수,중급,를 하다,명사,06
악취,중급,가 나다,명사,01
악화,중급,갈등 악화,명사,01
안과,중급,에서 치료를 받다,명사,02
안기다,중급,아기가,동사,01
안기다,중급,꽃다발을,동사,02
안내서,중급,를 읽다,명사,
안내소,중급,에 들르다,명사,
안내원,중급,을 따라가다,명사,
안내판,중급,을 세우다,명사,
안되다,중급,형편이,형용사,02
안방,중급,에서 자다,명사,02
안부,중급,를 묻다,명사,01
안색,중급,이 나쁘다,명사,
안심,중급,이 되다,명사,04
안약,중급,을 넣다,명사,
안전띠,중급,를 매다,명사,
안정,중급,을 유지하다,명사,01
안주,중급,를 먹다,명사,04
안타까워하다,중급,죽음을,동사,
안타깝다,중급,마음이,형용사,
안팎,중급,나라 안팎,명사,
앉히다,중급,자리에,동사,
않다,중급,세수를,동사,
알,중급,에서 깨다,명사,01
알레르기,중급,를 일으키다,명사,
알려지다,중급,사실이,동사,
알아내다,중급,사실을,동사,
알아듣다,중급,말귀를,동사,
알아맞히다,중급,답을,동사,
알아주다,중급,마음을,동사,
알차다,중급,내용이,형용사,
앓다,중급,감기를,동사,
암,중급,에 걸리다,명사,08
암기,중급,암기 과목,명사,02
압력,중급,이 높다,명사,
앗,중급,앗! 깜짝이야.,감탄사,01
앞길,중급,을 건너다,명사,01
앞날,중급,을 기약하다,명사,
앞두다,중급,시험을,동사,
앞뒤,중급,를 돌아보다,명사,
앞머리,중급,를 기르다,명사,
앞바다,중급,로 나가다,명사,
앞서,중급,앞서 도착하다,부사,
앞서다,중급,앞서서 걷다,동사,
앞세우다,중급,반장을,동사,
앞장서다,중급,앞장서 가다,동사,
앞집,중급,에 살다,명사,
애,중급,를 태우다,명사,01
애기,중급,를 낳다,명사,01
애쓰다,중급,도우려고,동사,
애완동물,중급,을 기르다,명사,
애정,중급,을 가지다,명사,02
액세서리,중급,를 달다,명사,
액수,중급,가 크다,명사,03
액자,중급,를 걸다,명사,01
야간,중급,야간 근무,명사,
야경,중급,을 감상하다,명사,02
야근,중급,을 하다,명사,
야단,중급,을 떨다,명사,01
야옹,중급,고양이가 야옹 울다,부사,01
야외,중급,로 나가다,명사,
야하다,중급,옷차림이,형용사,01
