Word,Level,Guideword,Part of Speech,Topic
by,A2,DO | HOW | NOT LATER THAN,None | preposition,describing things | None
bye,A1,,exclamation,communication
cab,B1,,noun,travel
cabbage,B1,,noun,food and drink
cabin,B1,AIRCRAFT | HOUSE,noun,buildings | travel
cabinet,A2,,noun,buildings
cable,B2,WIRE,None | noun,None | technology
caf,A1,,,food and drink
cafeteria,A2,,noun,food and drink
cage,B1,,noun,animals
cake,A1,FOOD,noun,food and drink
calculate,B2,MATH,verb,people: actions
calculated,C2,,,
calculation,B2,,noun,people: actions
calculator,B1,,noun,
calendar,A2,DAYS,noun,
calf,B1,ANIMAL,noun,animals | body and health
call,A2,TELEPHONE,noun | verb,communication | relationships | technology
called,A1,,,
calm,B1,PERSON,adjective | None,None | people: personality
calmly,B2,,adverb,people: personality
camel,B1,,noun,animals
camera,A1,,noun,arts and media
camp,A2,,None | noun | verb,None | travel
campaign,C1,ACTIVITIES | WAR,noun | verb,people: actions
camping,A2,,noun,travel
campsite,B1,,noun,travel
campus,B2,,noun,buildings | education
can,A1,ABILITY | OFFER | POSSIBILITY | REQUEST,modal verb | None | noun,communication | food and drink | None | people: actions
canal,B1,,noun,natural world | travel
cancel,B1,,verb,people: actions
cancellation,C1,,noun,
cancer,B1,,noun,body and health
candidate,None,JOB,None,None
candle,B1,,noun,buildings
candy,A2,,noun,food and drink
canned,B2,,adjective,food and drink
cannot,A1,,modal verb,
cap,A2,,noun | verb,clothes
capability,C1,,noun,
capable,B2,GOOD AT DOING THINGS,adjective,people: personality
capacity,B2,ABILITY | AMOUNT,noun,describing things | people: personality | work
capital,A2,,noun,politics
capitalism,C2,,noun,politics
capitalist,C2,,adjective,politics
captain,B1,SPORTS,None | noun,None | shopping
capture,B2,CATCH | DESCRIBE,noun | verb,communication | people: actions
car,A1,ROAD,noun,travel
carbon,B2,,noun,natural world
card,A2,GAME | GREETINGS,noun,communication | shopping | technology
cardboard,B2,,noun,
cardigan,B2,,noun,clothes
cards,C2,IDIOM,,
care,B1,ATTENTION | LOVE | WORRY,noun | verb,body and health | people: personality
career,B1,JOB,noun,work
carefree,C2,,adjective,
careful,A2,,adjective,people: personality
carefully,A2,,adverb,
careless,B1,,adjective,people: personality
carelessly,B2,,adverb,people: personality
carelessness,B2,,noun,people: personality
cares,B2,,,communication
cargo,C2,,noun,
caring,B2,,adjective,people: personality
carnival,B2,CELEBRATION | ENTERTAINMENT,noun,
carpet,A2,,noun,buildings
carriage,C2,,noun,travel
carrot,A2,VEGETABLE,noun,food and drink
carry,A1,HOLD,verb,body and health | people: actions | travel
cart,B2,,noun,
cartoon,A2,DRAWING | FILM,noun,arts and media
carve,C2,,verb,people: actions
case,A2,CONTAINER,noun,body and health | crime
cash,B1,MONEY,None | noun,money | None
casserole,C2,CONTAINER | FOOD,noun,food and drink
cast,B2,ACTORS,noun | verb,arts and media | people: actions
castle,A2,,noun,buildings
casual,B1,CLOTHES,adjective,clothes
casually,B2,,adverb,clothes | people: personality | work
casualty,C2,,noun,
cat,A1,,noun,animals
catalog,B2,,noun,shopping
catastrophe,C2,,noun,
catch,A1,TAKE HOLD | TRAVEL,None | verb,body and health | crime | None | people: actions | travel
category,B2,,noun,
cater,C1,,verb,food and drink | people: actions
catering,B2,,noun,food and drink
cathedral,A2,,noun,buildings
cattle,B1,,noun,animals
caught,None,None,,None
cause,B2,REASON WHY,noun | verb,
caution,C1,CARE,noun | verb,communication
cautious,B2,,adjective,people: personality
cave,B1,,noun,natural world
cd,A1,,noun,technology
cd-rom,B1,,noun,technology
cease,B2,,verb,
ceiling,A2,ROOM,noun,buildings
celebrate,B1,,verb,relationships
celebration,B1,,noun,relationships
celebrity,B1,,noun,arts and media | people: personality
cell,B2,ORGANISM | ROOM,noun,animals | buildings | crime
cellar,B2,,noun,buildings
cello,B2,,noun,arts and media
cemetery,B2,,noun,
cent,A2,,noun,money
center,A2,MIDDLE | PLACE,noun,buildings | politics
centigrade,B2,,noun,
centimeter,A2,,noun,describing things
central,B1,NEAR CENTER,adjective,
century,A2,,noun,
cereal,A2,BREAKFAST FOOD,noun,food and drink
ceremony,B1,,noun,relationships
certain,B1,NO DOUBT | PARTICULAR | SURE TO HAPPEN,adjective,people: personality
certainly,A2,AGREE | NO DOUBT,adverb | None,communication | None
certainty,B2,BEING SURE,noun,people: personality
certificate,B1,,noun,communication
chain,A2,METAL RINGS,noun,shopping
chair,A1,,noun,buildings
challenge,B1,DIFFICULT,noun | verb,communication
challenging,B1,,adjective,
champagne,A2,,noun,food and drink
champion,B1,WINNER,noun,shopping
championship,B1,,noun,shopping
chance,B1,LUCK | OPPORTUNITY | POSSIBILITY,noun,people: personality
chancellor,C2,GOVERNMENT | LEADER,noun,
chances,C2,,,
change,A1,START SOMETHING NEW,noun | verb,clothes | money | people: actions | shopping | travel
changeable,C1,,adjective,
changing,None,None,,None
channel,A2,TV,noun | verb,arts and media | communication
chaos,B2,,noun,
chaotic,C1,,adjective,
chapel,C2,,noun,
chapter,B1,,noun,arts and media
character,B1,IN A STORY,None | noun,arts and media | communication | None | people: personality
characteristic,B2,,adjective | noun,describing things | people: personality
charge,B1,MONEY,noun | verb,communication | crime | money | people: actions | shopping | technology
charges,C2,,,crime
charisma,C2,,noun,people: personality
charismatic,C2,,adjective,people: personality
charity,B1,ORGANIZATION,noun,
charm,B2,QUALITY,noun | verb,people: personality
charming,B1,,adjective,people: personality
chart,B2,DRAWING,noun,communication
charts,B2,,,arts and media
chase,B2,RUN AFTER,verb,people: actions
chat,A2,COMMUNICATE ONLINE | TALK,noun | verb,communication | technology
chatty,C1,PERSON | WRITING,adjective,communication | people: personality
cheap,A1,,adjective,money | shopping
cheat,B2,,verb,people: personality
check,A1,MARK,noun | verb,communication | food and drink | money | people: actions
check-in,B1,,,travel
checkout,B1,store | WEB SITE,noun,shopping | technology
cheek,B1,,noun,body and health
cheer,B2,,noun | verb,communication
cheerful,B1,HAPPY,adjective,people: personality
cheerfully,B2,,adverb,people: personality
cheerfulness,C2,,noun,people: personality
cheers,B1,,,communication | food and drink
cheese,A1,,noun,food and drink
chef,A2,,noun,food and drink | work
chemical,B2,,adjective | noun,natural world
chemist,B1,,noun,education | work
chemistry,A2,,noun,education
cherry,B2,,noun,food and drink
chess,A2,,noun,shopping
chest,B2,BODY,noun,body and health
chew,B2,BITE | EAT,verb,food and drink | people: actions
chewing,B1,,,food and drink
chicken,A2,BIRD | MEAT,noun,animals | food and drink
chief,B2,HIGHEST IN RANK | MOST IMPORTANT,adjective | noun,work
child,A1,,noun,people: appearance | relationships
childhood,B1,,noun,people: appearance
childish,B2,OF A CHILD | SILLY,adjective,people: personality
chili,B1,VEGETABLE,noun,
chill,C2,COLD | FEAR,noun,
chilly,C1,,adjective,
chimney,B2,,noun,buildings
chin,B1,,noun,body and health
chip,B2,COMPUTER PART,noun,technology
chocolate,A1,FOOD,noun,food and drink
choice,B1,RIGHT | VARIETY,None | noun,None | people: actions
choir,B2,,noun,arts and media
cholesterol,C1,,noun,body and health
choose,A1,,verb,people: actions
chop,B2,,verb,food and drink | people: actions
chore,C1,,noun,
chronic,C2,,adjective,body and health
church,A2,,noun,buildings
cigarette,A2,,noun,body and health
cinema,B1,BUILDING,noun,arts and media | buildings
circle,A2,SHAPE,noun | verb,describing things | people: actions | relationships
circuit,C2,ELECTRIC | EVENTS | TRACK,noun,
circular,B2,SHAPE,adjective,describing things
circulation,C2,BLOOD | NEWSPAPERS,noun,arts and media | body and health
circumstance,B2,,noun,
circus,B1,,noun,arts and media
citizen,B2,LEGAL RIGHT,None | noun,None | politics
city,A1,,noun,
civil,C1,,adjective,
civilian,C2,,noun,
civilization,B2,SOCIETY,noun,
claim,B2,DEMAND | SAY,noun | verb,communication | money
clap,B1,,verb,people: actions
clarification,C1,,noun,
clarify,C1,,verb,communication
clarity,C2,,noun,communication
clash,C2,COLOR | DIFFERENCE | EVENT | FIGHT,noun | verb,
class,A1,LESSON | TEACHING GROUP,noun,education
classic,B2,,adjective | noun,arts and media
classical,C2,TRADITIONAL,adjective,
classification,C2,,noun,
classify,C1,,verb,
classmate,A2,,noun,education | relationships
classroom,A1,,noun,buildings | education
clause,B2,,noun,
clean,A1,NOT DIRTY | REMOVE DIRT,adjective | verb,describing things | people: actions
cleaned,None,None,,None
cleaner,A2,PERSON,noun,work
cleaning,None,None,,None
clear,A2,EASY TO UNDERSTAND | TRANSPARENT,adjective | adverb | verb,describing things | natural world | people: actions
clearly,A2,EASY | NOT CONFUSED,adverb,communication
clever,B1,,adjective,describing things
clich,C2,,,communication
click,A2,COMPUTER,noun | verb,people: actions | relationships | technology
client,B2,,noun,work
cliff,B1,,noun,natural world
climate,B1,WEATHER,noun,natural world
climb,A2,PERSON,verb,people: actions
climbing,A2,,noun,people: actions | shopping
cling,C2,HOLD TIGHT,verb,people: actions
clinic,B1,,noun,body and health | buildings
clinical,C1,MEDICAL,adjective,body and health | people: personality
clip,B1,,,arts and media | technology
clock,A1,,noun,
close,A1,NEAR,adjective | adverb | None | verb,describing things | None | relationships
closed,A1,NOT OPEN,adjective | None,None | people: personality
closely,B2,CONNECTED,adverb,relationships
closeness,C1,NEAR | RELATIONSHIP,noun,
closet,A2,,noun,buildings | clothes
closure,C2,,noun,
cloth,B2,FOR CLEANING | MATERIAL,noun,buildings
clothes,A1,,noun,clothes
clothing,B2,,noun,clothes
cloud,A2,WATER,None | noun | verb,natural world | None
cloudy,A2,,adjective,natural world
clown,A2,,noun,arts and media
club,A2,GROUP,noun,shopping
clue,B2,SIGN,noun,
clumsiness,C2,,noun,
clumsy,B2,,adjective,people: personality
clutch,C1,ENGINE,noun | verb,people: actions
coach,B1,,noun | verb,education | people: actions | shopping | work
coaching,B2,,noun,education | people: actions | shopping
coal,C1,FUEL,noun,
coast,B1,,noun,natural world
coastal,B2,,adjective,natural world
coastline,C2,,noun,natural world
coat,A1,,noun,clothes
coconut,B1,,noun,food and drink
cod,B1,,noun,animals | food and drink
code,B2,SECRET MESSAGE,noun,communication
coffee,A1,,noun,food and drink
coherence,C2,CLEAR,None | noun,communication | None
coherent,C2,CAREFUL THOUGHT | UNDERSTAND,adjective,communication
coin,B1,,noun | verb,money
coincide,C2,BE THE SAME | HAPPEN TOGETHER,verb,
coincidence,B2,,noun,
cola,A2,,noun,food and drink
cold,A1,TEMPERATURE,adjective | noun,body and health | describing things | natural world | people: personality
coldness,C2,CHARACTER | TEMPERATURE,noun,people: personality
collaborate,C1,,verb,
collaboration,C1,,noun,
collapse,B2,OBJECT | PERSON,noun | verb,body and health | people: actions
collar,B1,PART OF CLOTHES,noun,animals | clothes
colleague,A2,,noun,relationships | work
collect,A2,KEEP,verb,money | people: actions
collection,B1,GROUP | OBJECTS,noun,people: actions
collector,B2,,noun,people: actions
college,A2,,noun,education
collocation,B2,,noun,
colon,B2,,noun,communication
color,A1,APPEARANCE,noun | verb,describing things | people: actions
colorful,B1,BRIGHT,adjective,describing things
colors,C1,IDIOM,,
column,B2,BUILDING | PRINTING,None | noun,arts and media | buildings | None
comb,A2,,noun | verb,people: actions | people: appearance
combat,C2,,noun | verb,
combination,B2,,noun,
combine,B2,,verb,people: actions
come,A1,ARRIVE | GO WITH SOMEONE | MOVE TO SPEAKER,verb,people: actions | shopping | travel
comeback,C2,,noun,
comedian,B2,,noun,arts and media
comedy,B1,,noun,arts and media
comes,C2,,,None
comfort,B2,NO PAIN,noun | verb,people: personality
comfortable,B1,PERSON,adjective | None,money | None | people: personality
comfortably,B2,,adverb,
comforting,C2,,adjective,
comic,A2,,adjective | noun,arts and media
coming,B2,,,
comma,B1,,noun,communication
command,B2,KNOWLEDGE | ORDER,noun,communication | people: personality
commander,C2,,noun,
commemorate,C2,,verb,
commence,C2,,verb,
comment,B1,THING SAID,noun | verb,communication
commerce,B2,,noun,shopping | work
commercial,B1,,adjective | noun,arts and media | shopping | work
commit,B2,DO,verb,crime | people: actions
commitment,B2,ACTIVITY | LOYALTY,noun,people: personality
committed,C2,,adjective,people: personality
committee,B2,,noun,work
commodity,C1,,noun,
common,B1,SHARED | USUAL,adjective,
commonly,C1,,adverb,
communicate,B1,SHARE INFORMATION,verb,communication
communication,B1,,noun,communication
communicative,B2,,adjective,communication | people: personality
community,B2,GROUP OF PEOPLE | IN ONE AREA,noun,relationships
commute,C1,,verb,travel
companion,B2,,noun,relationships
company,A2,BUSINESS,noun,relationships | work
comparable,C1,,adjective,describing things
comparative,A2,,adjective | noun,
comparatively,None,None,,None
compare,B1,EXAMINE DIFFERENCES,verb,
compared,None,None,,None
comparison,B2,,noun,
compatible,C1,EQUIPMENT,adjective,people: personality | technology
compelled,C1,,,
compensate,C1,MONEY,verb,money
compete,B1,SPORTS,verb,people: actions | shopping
competence,C1,,noun,
competent,C1,,adjective,people: personality
competition,A2,EVENT,None | noun,None | shopping
competitive,B2,PERSON | SITUATION,adjective | None,None | people: personality | shopping
competitor,B1,,noun,shopping
compile,C1,,verb,
complain,B1,,verb,communication
complaint,B1,SOMETHING WRONG,noun,communication
complete,A2,FINISH | MAKE WHOLE | WRITE,adjective | verb,communication | people: actions
completely,B1,,adverb,communication
completion,C1,,noun,
complex,B2,,adjective | noun,body and health | buildings
complexion,C2,,noun,body and health
complexity,C2,,noun,
complicate,C1,,verb,
complicated,B1,,adjective,
complication,C1,DIFFICULTY,noun,body and health
compliment,C1,,noun | verb,
complimentary,C2,FREE | PRAISING,adjective,
compliments,C2,,,
comply,C1,,verb,
component,C1,FEATURE | MACHINE,noun,
compose,B2,BE MADE OF | MUSIC,verb,arts and media
composer,B2,,noun,arts and media | work
composition,B1,WRITING,noun,arts and media | communication | education
comprehensive,C1,,adjective,
comprehensively,C1,,adverb,
comprise,C1,CONSIST | FORM,verb,
compromise,B2,AGREE,noun | verb,communication
compulsive,C2,HABIT | INTERESTING,adjective,
compulsory,B2,,adjective,
computer,A1,,noun,technology
conceal,C2,,verb,
concede,C2,ADMIT | GIVE,verb,
conceited,C2,,adjective,people: personality
conceive,C2,BABY | IDEA | IMAGINE,verb,body and health
concentrate,B1,THINK CAREFULLY,verb,
concentrated,None,None,,None
concentration,B2,THOUGHT,noun,
concept,B2,,noun,
conception,C2,,noun,
concern,B2,BE ABOUT | IMPORTANT THING | INVOLVE | WORRY,noun | verb,people: personality
concerned,B2,WORRIED,adjective,people: personality
concerning,B2,,preposition,
concert,A2,,noun,arts and media
concession,C2,,noun,
conclude,C1,DECIDE | END,verb,communication
conclusion,B1,JUDGMENT,noun,people: personality
conclusions,C2,,,communication
conclusive,C2,,adjective,
conclusively,C2,,adverb,
concrete,B2,,adjective | noun,
condemn,C2,,verb,communication
condition,B1,STATE,noun | verb,body and health
conditioning,B1,,,buildings
conditions,B1,,phrase,
conduct,B2,MUSIC | ORGANIZE,verb,arts and media | people: actions
conductor,B2,,noun,arts and media | work
conference,B1,,noun,communication
confess,B2,,verb,communication
confession,B2,,noun,communication
confidence,B2,CERTAIN,noun,people: personality
confident,B1,ABILITY,adjective,people: personality
confidential,C1,,adjective,
confidently,B2,,adverb,people: personality
confine,C2,,verb,
confirm,B1,MAKE ARRANGEMENT CERTAIN,verb,communication
confirmation,B2,,noun,communication
conflict,B2,DISAGREEMENT | FIGHTING,noun,communication | people: actions | relationships
confront,C2,ACCUSE | DEAL WITH,verb,
confrontation,C2,,noun,
confronted,None,None,,None
confuse,B2,NOT THINK CLEARLY | THINK ONE IS ANOTHER,verb,people: personality
confused,B1,NOT UNDERSTAND,adjective,people: personality
confusing,B1,,adjective,people: personality
confusion,B2,NOT UNDERSTAND | SITUATION | THOUGHT,noun,people: personality
congestion,C1,,noun,travel
congratulate,B2,,verb,communication | people: personality
congratulations,A2,,exclamation,communication | people: personality
conjunction,B2,GRAMMAR,noun,
connect,B1,JOIN,verb,people: actions
connection,B1,JOINING THINGS,noun,travel
conquer,C1,,verb,
cons,B2,,,
conscience,C2,,noun,
conscientious,C1,,adjective,people: personality
conscious,C1,AWAKE,adjective,body and health
consciousness,B2,AWAKE,noun,body and health
consecutive,C2,,adjective,
consensus,C2,,noun,
consent,C1,,noun | verb,
consequence,B2,RESULT,noun,
consequently,B2,,adverb,communication
conservation,B2,NATURE,noun,natural world
conservative,C1,POLITICS | SOCIETY,adjective,
consider,B1,THINK CAREFULLY,verb,people: personality
considerable,B2,,adjective,
considerably,B2,,adverb,
considerate,C1,,adjective,
consideration,B2,CAREFUL THOUGHT | IMPORTANT FACT,noun,
considered,C1,,,communication
